identificatie;b3_bag_bag_overlap;b3_bouwlagen;b3_dak_type;b3_extrusie;b3_h_dak_50p;b3_h_dak_70p;b3_h_dak_max;b3_h_dak_min;b3_h_maaiveld;b3_is_glas_dak;b3_kas_warenhuis;b3_mutatie_AHN3_AHN4;b3_mutatie_AHN4_AHN5;b3_n_vlakken;b3_nodata_fractie_AHN3;b3_nodata_fractie_AHN4;b3_nodata_fractie_AHN5;b3_nodata_radius_AHN3;b3_nodata_radius_AHN4;b3_nodata_radius_AHN5;b3_opp_buitenmuur;b3_opp_dak_plat;b3_opp_dak_schuin;b3_opp_grond;b3_opp_scheidingsmuur;b3_puntdichtheid_AHN3;b3_puntdichtheid_AHN4;b3_puntdichtheid_AHN5;b3_pw_bron;b3_pw_datum;b3_pw_onvoldoende;b3_pw_selectie_reden;b3_rmse_lod12;b3_rmse_lod13;b3_rmse_lod22;b3_succes;b3_t_run;b3_val3dity_lod12;b3_val3dity_lod13;b3_val3dity_lod22;b3_volume_lod12;b3_volume_lod13;b3_volume_lod22;begingeldigheid;documentdatum;documentnummer;eindgeldigheid;eindregistratie;fid;geconstateerd;oorspronkelijkbouwjaar;rf_force_lod11;status;tijdstipeindregistratielv;tijdstipinactief;tijdstipinactieflv;tijdstipnietbaglv;tijdstipregistratie;tijdstipregistratielv;voorkomenidentificatie;Registratiedatum;Opnamedatum;GeldigTot;Certificaathouder;SoortOpname;Status;Berekeningstype;OpBasisVanReferentiegebouw;Gebouwklasse;Gebouwtype;Gebouwsubtype;SBICode;Postcode;Huisnummer;Huisletter;Huisnummertoevoeging;Detailaanduiding;BAGVerblijfsobjectID;BAGLigplaatsID;BAGStandplaatsID;Projectnaam;Projectobject;Bouwjaar;GebruiksoppervlakteThermischeZone;Compactheid;Energieklasse;EnergieIndex;EnergieIndexEMGForfaitair;Energiebehoefte;PrimaireFossieleEnergie;PrimaireFossieleEnergieEMGForfaitair;AandeelHernieuwbareEnergie;AandeelHernieuwbareEnergieEMGForfaitair;Temperatuuroverschrijding;Warmtebehoefte;EisEnergiebehoefte;EisPrimaireFossieleEnergie;EisAandeelHernieuwbareEnergie;EisTemperatuuroverschrijding;BerekendeCO2Emissie;BerekendeEnergieverbruik,,,,,,,,,,,,,,
0153100000202070;0.0;3.0;slanted;0.0;37.77000045776367;38.53099822998047;39.70399856567383;34.44499969482422;31.69700050354004;False;False;False;False;4.0;0.0;0.02222222276031971;1.0;0.2990393340587616;0.645480215549469;2.535290002822876;120.29;6.26;58.79;55.53;71.7;13.777777671813965;26.18181800842285;0.0;AHN3;2018.0;False;PREFERRED_AND_LATEST;2.2053511142730713;1.2550808191299438;0.7716735005378723;True;40.0;[];[];[];377.61492919921875;342.7003173828125;319.4479064941406;2010-03-17;2010-03-17;1000007208;;;2389571.0;False;1939.0;False;Pand in gebruik;;;;;2010-11-15T18:48:59Z;2010-11-16T10:14:59Z;1.0;20240715;20240425;20340425;Energiewacht locatie Enschede;Basisopname;Bestaand;NTA 8800:2024 (basisopname woningbouw);Nee;W;Rijwoning hoek;;;7545JT;28;;;;153010000328605.0;;;;;1939;82,27;2,16;D;;;173,18;272,60;;0,0;;0,92;181,69;;;;;49,92;272,59,,,,,
0153100000202660;0.0;3.0;slanted;0.0;38.18299865722656;39.17599868774414;40.9109992980957;34.49599838256836;32.12699890136719;False;False;False;False;8.0;0.0038610037881881;0.0;1.0;0.3269352912902832;0.3284331262111664;2.489131212234497;151.74;21.05;55.35;64.4;81.44;14.04651165008545;24.29343605041504;0.0;AHN4;2021.0;False;PREFERRED_AND_LATEST;3.013944149017334;0.9984658360481262;0.3705967664718628;True;187.0;[];[];[];459.6874694824219;366.8713684082031;343.8541259765625;2010-03-17;2010-03-17;1000007208;;;2390416.0;False;1937.0;False;Pand in gebruik;;;;;2010-11-15T18:47:52Z;2010-11-16T10:14:55Z;1.0;20240826;20240822;20340822;Energiewacht locatie Enschede;Basisopname;Bestaand;NTA 8800:2024 (basisopname woningbouw);Nee;W;Twee-onder-één-kap;;;7545MC;48;;;;153010000410411.0;;;;;1937;85,40;2,16;E;;;219,67;311,48;;0,0;;1,81;214,76;;;;;57,34;311,48,,,,,
0153100000206569;0.0;3.0;slanted;0.0;37.87099838256836;38.55799865722656;39.70399856567383;34.06100082397461;31.71299934387207;False;False;False;False;4.0;0.023923445492982864;0.028708133846521378;1.0;0.4389653503894806;0.693260908126831;2.372798442840576;128.52;6.31;57.51;52.26;70.15;13.588234901428223;24.394088745117188;0.0;AHN3;2018.0;False;PREFERRED_AND_LATEST;2.3099365234375;0.9752698540687561;0.2765214145183563;True;79.0;[];[];[];356.520751953125;315.1038818359375;289.01007080078125;2010-03-17;2010-03-17;1000007208;;;2395837.0;False;1939.0;False;Pand in gebruik;;;;;2010-11-15T18:40:24Z;2010-11-16T10:14:24Z;1.0;20240715;20240425;20340425;Energiewacht locatie Enschede;Basisopname;Bestaand;NTA 8800:2024 (basisopname woningbouw);Nee;W;Rijwoning tussen;;;7545JT;40;;;;153010000448857.0;;;;;1939;91,00;1,67;C;;;150,92;235,70;;0,0;;1,22;154,68;;;;;43,18;235,70,,,,,
0153100000211547;0.0;;slanted;0.0;36.119998931884766;36.88800048828125;38.21500015258789;32.564998626708984;32.34600067138672;False;False;False;False;11.0;0.009431419894099236;0.0;1.0;0.9259219169616699;0.36399045586586;12.263669967651367;584.88;360.37;585.16;920.95;83.7;10.23939037322998;24.40528106689453;0.0;AHN4;2021.0;False;PREFERRED_AND_LATEST;0.9421718716621399;0.9421718716621399;0.24829763174057007;True;1308.0;[];[];[];4181.51171875;4181.51171875;3780.71044921875;2001-07-17;2001-07-17;20011856;;;2402782.0;False;1990.0;False;Pand in gebruik;;;;;2010-11-15T18:30:33Z;2010-11-16T10:13:43Z;1.0;20240220;20231220;20331220;INNAX gebouw & omgeving BV;Detailopname;Oplevering;NTA 8800:2023 (detailopname utiliteitsbouw);Nee;U;;;;7545KJ;106;;;;153010000508849.0;;;;;1990;1065,56;2,60;A++++;;;174,27;31,44;31,44;83,9;;0,00;73,00;198,12;67,12;39,0;0,00;7,37;93,42
0153100000212102;0.0;;slanted;0.0;43.37799835205078;43.652000427246094;45.09199905395508;42.68199920654297;31.2549991607666;False;False;False;False;3.0;0.0013812155229970813;0.0;1.0;0.3123393654823303;0.33446744084358215;5.5223493576049805;376.73;0.0;182.2;177.63;262.8;7.546334743499756;15.50828742980957;0.0;AHN4;2021.0;False;PREFERRED_AND_LATEST;1.8556424379348755;1.8556424379348755;1.6301162242889404;True;261.0;[];[];[];2201.122314453125;2201.122314453125;2153.248046875;2000-05-02;2000-05-02;20001510;;;2403575.0;False;1964.0;False;Pand in gebruik;;;;;2010-11-15T18:29:07Z;2010-11-16T10:13:38Z;1.0;20240624;20240220;20340220;BuildingLabel B.V.;Basisopname;Bestaand;NTA 8800:2023 (basisopname woningbouw);Nee;W;Appartement;Tussenmidden;;7545ZL;82;;;;153010000377815.0;;;;;1964;80,22;0,73;A;;;90,60;56,04;136,55;63,7;;0,89;98,45;;;;;11,12;153,71,,,,
0153100000215235;0.0;5.0;slanted;0.0;38.69200134277344;39.125;39.80500030517578;37.56999969482422;31.73200035095215;False;False;False;False;2.0;0.0019685039296746254;0.0;1.0;0.34423813223838806;0.3657022714614868;3.8684284687042236;195.43;0.0;144.84;127.19;106.74;7.826429843902588;25.818897247314453;0.0;AHN4;2021.0;False;PREFERRED_AND_LATEST;1.0953264236450195;1.0953264236450195;0.6005823612213135;True;310.0;[];[];[];940.8967895507812;940.8967895507812;886.2548217773438;2010-03-17;2010-03-17;1000007208;;;2407997.0;False;1953.0;False;Pand in gebruik;;;;;2010-11-15T18:22:54Z;2010-11-16T10:13:12Z;1.0;20240506;20240506;20340506;Energiewacht locatie Enschede;Basisopname;Bestaand;NTA 8800:2023 (basisopname woningbouw);Nee;W;Appartement;Tussenvloer;;7545KJ;178;;;;153010000427591.0;;;;;1953;48,91;1,64;D;;;171,10;267,24;267,24;0,0;;1,07;189,15;;;;;48,95;266,93,,,,
0153100000219746;0.0;3.0;slanted;0.0;37.51499938964844;38.279998779296875;39.494998931884766;33.382999420166016;31.312999725341797;False;False;False;False;4.0;0.0;0.0;1.0;0.3499247133731842;0.32163339853286743;2.6487739086151123;145.84;7.91;67.84;67.2;75.43;14.78620719909668;26.455171585083008;0.0;AHN4;2021.0;False;PREFERRED_AND_LATEST;2.6919808387756348;1.1648963689804077;0.6142154932022095;True;182.0;[];[];[];465.0825500488281;402.3078308105469;369.8927001953125;2010-03-17;2010-03-17;1000007208;;;2414270.0;False;1926.0;False;Pand in gebruik;;;;;2010-11-15T18:13:13Z;2010-11-16T10:12:32Z;1.0;20210317;20210223;20310223;Energiewacht locatie Enschede;Basisopname;Bestaand;NTA 8800:2020 (basisopname woningbouw);Nee;W;Twee-onder-één-kap;;;7545NB;69;;;;153010000311659.0;;;;;1926;107,43;2,01;E;;;219,11;328,77;328,77;0,0;0,0;0,00;222,02;;;;;60,52;326,64,,,
0153100000220967;0.0;3.0;slanted;0.0;37.816001892089844;38.54600143432617;40.37300109863281;34.48699951171875;31.69300079345703;False;False;False;False;5.0;0.009009009227156639;0.0;1.0;0.2764020264148712;0.32089895009994507;2.4777326583862305;118.34;7.42;57.53;54.88;71.56;13.07272720336914;26.7747745513916;0.0;AHN4;2021.0;False;PREFERRED_AND_LATEST;2.077354669570923;1.165637493133545;0.6267254948616028;True;244.0;[];[];[];373.05267333984375;337.8154602050781;315.5252685546875;2020-06-17;2020-06-17;2000054070;;;2415958.0;False;1939.0;False;Pand in gebruik;;;;;2020-06-17T09:44:43Z;2020-06-17T09:44:49Z;2.0;20240715;20240425;20340425;Energiewacht locatie Enschede;Basisopname;Bestaand;NTA 8800:2024 (basisopname woningbouw);Nee;W;Rijwoning hoek;;;7545JT;26;;;;153010000300867.0;;;;;1939;82,27;2,16;D;;;171,01;267,57;;0,0;;0,76;179,49;;;;;49,01;267,56,,,,,
0153100000231502;;5.0;multiple horizontal;0.0;40.37799835205078;40.38999938964844;41.779998779296875;31.98699951171875;31.863000869750977;False;False;False;False;36.0;0.0012807376915588975;0.0015368852764368057;1.0;0.4127916693687439;0.709238588809967;11.49539566040039;1053.7;888.26;143.22;972.87;0.0;14.752500534057617;25.517702102661133;0.0;AHN3;2018.0;False;PREFERRED_AND_LATEST;2.1476147174835205;0.9215205907821655;0.5574977397918701;True;1526.0;[];[];[];8291.3017578125;7579.2421875;7400.12451171875;2010-03-17;2010-03-17;1000007208;;;2434255.0;False;1977.0;False;Pand in gebruik;;;;;2010-11-15T17:50:52Z;2010-11-16T10:10:52Z;1.0;20240430;20240425;20340425;Energielabel.com;Basisopname;Bestaand;NTA 8800:2023 (basisopname woningbouw);Nee;W;Appartement;Tussendak;;7545BP;10;;14;;153010000371615.0;;;;;1977;86,10;1,12;C;;;135,82;220,45;;0,0;;1,66;138,21;;;;;41,65;220,44,,,,,
0153100000234085;0.0;3.0;slanted;0.0;38.10499954223633;38.70500183105469;40.40999984741211;34.42900085449219;31.66699981689453;False;False;False;False;4.0;0.0;0.0;1.0;0.3121568560600281;0.3242884576320648;2.413231372833252;125.1;0.0;56.52;46.43;71.67;14.291892051696777;27.870269775390625;0.0;AHN4;2021.0;False;PREFERRED_AND_LATEST;2.0269296169281006;1.4989243745803833;0.8352506160736084;True;47.0;[];[];[];323.66717529296875;305.7325439453125;282.0372009277344;2010-03-17;2010-03-17;1000007208;;;2437871.0;False;1939.0;False;Pand in gebruik;;;;;2010-11-15T17:46:24Z;2010-11-16T10:10:34Z;1.0;20240715;20240425;20340425;Energiewacht locatie Enschede;Basisopname;Bestaand;NTA 8800:2024 (basisopname woningbouw);Nee;W;Rijwoning hoek;;;7545JT;43;;;;153010000422457.0;;;;;1939;82,27;1,96;D;;;175,60;271,51;;0,0;;1,27;180,83;;;;;49,71;271,51,,,,,
0153100000238368;0.0;;multiple horizontal;0.0;42.49100112915039;42.500999450683594;42.77299880981445;31.104000091552734;30.945999145507812;False;False;False;False;2.0;0.0014749262481927872;0.0;1.0;0.28968897461891174;0.3305169343948364;5.075705051422119;388.97;168.54;0.0;169.09;230.47;8.064992904663086;15.982300758361816;0.0;AHN4;2021.0;False;PREFERRED_AND_LATEST;1.675564169883728;1.675564169883728;1.6754167079925537;True;297.0;[];[];[];1953.3829345703125;1953.3829345703125;1952.44287109375;2010-03-17;2010-03-17;1000007208;;;2444533.0;False;1958.0;False;Pand in gebruik;;;;;2010-11-15T17:38:27Z;2010-11-16T10:09:56Z;1.0;20240613;20240513;20340513;Energiewacht locatie Enschede;Basisopname;Bestaand;NTA 8800:2023 (basisopname woningbouw);Nee;W;Appartement;Tussenmidden;;7545ZG;41;;;;153010000458083.0;;;;;1958;58,14;0,95;C;;;134,09;198,26;198,26;0,0;;2,27;138,43;;;;;36,33;198,0,,,,
0153100000238368;0.0;;multiple horizontal;0.0;42.49100112915039;42.500999450683594;42.77299880981445;31.104000091552734;30.945999145507812;False;False;False;False;2.0;0.0014749262481927872;0.0;1.0;0.28968897461891174;0.3305169343948364;5.075705051422119;388.97;168.54;0.0;169.09;230.47;8.064992904663086;15.982300758361816;0.0;AHN4;2021.0;False;PREFERRED_AND_LATEST;1.675564169883728;1.675564169883728;1.6754167079925537;True;297.0;[];[];[];1953.3829345703125;1953.3829345703125;1952.44287109375;2010-03-17;2010-03-17;1000007208;;;2444533.0;False;1958.0;False;Pand in gebruik;;;;;2010-11-15T17:38:27Z;2010-11-16T10:09:56Z;1.0;20231115;20231108;20331108;Energiewacht locatie Enschede;Basisopname;Bestaand;NTA 8800:2023 (basisopname woningbouw);Nee;W;Appartement;Tussenvloer;;7545ZG;39;;;;153010000409099.0;;;;;1958;84,13;1,90;D;;;194,84;270,48;270,48;0,0;;1,51;198,00;;;;;49,54;270,20,,,,
0153100000242710;0.0;3.0;slanted;0.0;38.058998107910156;38.78799819946289;39.93899917602539;34.19200134277344;31.77199935913086;False;False;False;False;5.0;0.013392857275903225;0.0;1.0;0.4347591996192932;0.33000612258911133;2.3374290466308594;66.92;19.31;43.82;56.43;119.18;7.493212699890137;24.89285659790039;0.0;AHN4;2021.0;False;PREFERRED_AND_LATEST;2.6018083095550537;0.7975460886955261;0.2554495632648468;True;61.0;[];[];[];395.2286376953125;325.10052490234375;305.6024169921875;2020-06-24;2020-06-24;2000056277;;;2451337.0;False;1929.0;False;Pand in gebruik;;;;;2020-06-24T12:10:58Z;2020-06-24T12:11:30Z;2.0;20240815;20240814;20340814;GreenWise Holland B.V.;Basisopname;Bestaand;NTA 8800:2024 (basisopname woningbouw);Nee;W;Rijwoning tussen;;;7545MD;110;;;;153010000370393.0;;;;;1929;93,22;1,69;C;;;172,55;246,15;;0,0;;1,24;176,70;;;;;45,09;246,15,,,,,
0153100000252628;0.0;3.0;slanted;0.0;37.87900161743164;38.63100051879883;40.67599868774414;34.229000091552734;31.840999603271484;False;False;False;False;6.0;0.0;0.0;1.0;0.360908180475235;0.31057894229888916;2.458745002746582;59.04;7.02;58.55;55.54;132.38;12.763636589050293;25.618181228637695;0.0;AHN4;2021.0;False;PREFERRED_AND_LATEST;2.115826368331909;0.9890347719192505;0.35719791054725647;True;97.0;[];[];[];377.4805603027344;336.8863830566406;314.64501953125;2016-05-02;2016-05-02;1600040095;;;2466089.0;False;1939.0;False;Pand in gebruik;;;;;2016-05-03T12:17:42Z;2016-05-03T12:30:17Z;2.0;20240715;20240603;20340603;Energiewacht locatie Enschede;Basisopname;Bestaand;NTA 8800:2024 (basisopname woningbouw);Nee;W;Rijwoning tussen;;;7545JR;16;;;;153010000321163.0;;;;;1939;91,00;1,57;C;;;152,37;198,58;;18,5;;0,38;160,82;;;;;34,04;198,57,,,,,
0153100000253030;0.0;3.0;slanted;0.0;38.24300003051758;38.74399948120117;39.62099838256836;34.31399917602539;32.03300094604492;False;False;False;False;4.0;0.0;0.0;1.0;0.2800339162349701;0.35719385743141174;3.3497443199157715;136.91;0.0;68.87;58.56;51.08;7.589743614196777;27.60683822631836;0.0;AHN4;2021.0;False;PREFERRED_AND_LATEST;2.3029496669769287;1.133594036102295;0.7754625082015991;True;58.0;[];[];[];394.6380920410156;350.6239013671875;330.67437744140625;2010-03-17;2010-03-17;1000007208;;;2466846.0;False;1955.0;False;Pand in gebruik;;;;;2010-11-15T17:10:52Z;2010-11-16T10:08:18Z;1.0;20240115;20231107;20331107;EnerDeCo BV;Basisopname;Bestaand;NTA 8800:2023 (basisopname woningbouw);Nee;W;Twee-onder-één-kap;;;7545LH;280;;;;153010000342973.0;;;;;1955;87,39;2,11;C;;;140,59;203,59;203,59;0,0;;1,45;135,00;;;;;37,32;203,21,,,,
0153100000258130;0.0;2.0;slanted;0.0;36.55400085449219;37.14799880981445;38.0260009765625;34.4640007019043;31.319000244140625;False;False;False;False;3.0;0.007968127727508545;0.0;1.0;0.29322007298469543;0.3308510482311249;2.557213306427002;105.9;0.0;67.15;62.09;60.52;10.088353157043457;15.537848472595215;0.0;AHN4;2021.0;False;PREFERRED_AND_LATEST;1.5169014930725098;1.5169014930725098;0.4956173896789551;True;39.0;[];[];[];360.9226989746094;360.9226989746094;311.194091796875;2010-03-17;2010-03-17;1000007208;;;2474282.0;False;1994.0;False;Pand in gebruik;;;;;2010-11-15T17:00:04Z;2010-11-16T10:07:37Z;1.0;20240618;20240617;20340617;EnerDeCo BV;Basisopname;Bestaand;NTA 8800:2023 (basisopname woningbouw);Nee;W;Rijwoning hoek;;;7545JJ;11;;;;153010000454977.0;;;;;1994;90,70;2,13;A;;;106,65;155,18;155,18;0,0;;1,53;99,75;;;;;28,54;154,29,,,,
0153100000263090;0.0;3.0;slanted;0.0;37.104000091552734;38.95500183105469;39.71799850463867;34.172000885009766;31.290000915527344;False;False;False;False;4.0;0.0;0.1899736076593399;1.0;0.3208911716938019;1.0840003490447998;3.031068801879883;193.81;69.42;26.92;87.61;74.83;15.10290241241455;23.02280044555664;0.0;AHN3;2018.0;False;PREFERRED_AND_LATEST;3.084770441055298;1.4804953336715698;0.762089192867279;True;119.0;[];[];[];639.157958984375;501.0021667480469;463.9908142089844;2006-04-24;2006-04-24;20061419;;;2481930.0;False;1960.0;False;Pand in gebruik;;;;;2010-11-15T16:49:38Z;2010-11-16T10:06:55Z;1.0;20240726;20240717;20340717;Label-UP B.V.;Basisopname;Bestaand;NTA 8800:2024 (basisopname woningbouw);Nee;W;Twee-onder-één-kap;;;7545NL;112;;;;153010000424345.0;;;;;1960;139,50;2,01;C;;;146,88;212,18;;0,0;;2,70;148,32;;;;;38,90;212,18,,,,,
0153100000268026;0.0;3.0;slanted;0.0;38.737998962402344;39.45600128173828;40.49100112915039;36.891998291015625;31.16900062561035;False;False;False;False;2.0;0.0;0.004950494971126318;1.0;0.36860525608062744;0.28434836864471436;2.5295183658599854;59.0;0.0;60.8;49.91;150.29;7.287128925323486;14.427860260009766;0.0;AHN4;2021.0;False;PREFERRED_AND_LATEST;1.3616498708724976;1.3616498708724976;0.37870246171951294;True;35.0;[];[];[];412.7716369628906;412.7716369628906;378.33538818359375;2010-03-17;2010-03-17;1000007208;;;2489473.0;False;1958.0;False;Pand in gebruik;;;;;2010-11-15T16:40:00Z;2010-11-16T10:06:14Z;1.0;20231221;20231218;20331218;EP Certificatie B.V.;Basisopname;Bestaand;NTA 8800:2023 (basisopname woningbouw);Nee;W;Rijwoning tussen;;;7545CJ;9;;;;153010000418897.0;;;;;1958;108,62;1,35;C;;;146,65;224,63;224,63;0,0;;0,72;147,00;;;;;41,35;223,17,,,,
0153100000269598;0.0;3.0;slanted;0.0;37.487998962402344;38.266998291015625;39.84400177001953;34.5890007019043;31.785999298095703;False;False;False;False;5.0;0.012765957042574883;0.0;1.0;0.2721389830112457;0.3468824326992035;2.558504819869995;70.06;17.82;56.48;58.51;110.96;8.103447914123535;24.561702728271484;0.0;AHN4;2021.0;False;PREFERRED_AND_LATEST;2.080099105834961;2.080099105834961;0.4549286663532257;True;119.0;[];[];[];370.47479248046875;370.47479248046875;305.5162658691406;2019-02-25;2019-02-25;1900017528;;;2491647.0;False;1928.0;False;Pand in gebruik;;;;;2019-02-25T10:03:47Z;2019-02-25T10:30:26Z;2.0;20240712;20240711;20340711;EnergieSchouw B.V.;Basisopname;Bestaand;NTA 8800:2024 (basisopname woningbouw);Nee;W;Rijwoning tussen;;;7545MK;36;;;;153010000362047.0;;;;;1928;77,90;2,28;D;;;182,58;269,33;;0,0;;1,28;182,22;;;;;49,60;269,32,,,,,
0153100000274632;0.0;3.0;slanted;0.0;37.21699905395508;38.06100082397461;40.229000091552734;33.63100051879883;31.395999908447266;False;False;False;False;7.0;0.0;0.0;1.0;0.29077261686325073;0.3486860692501068;2.5158650875091553;168.55;34.32;55.58;78.87;83.45;13.522012710571289;25.44654083251953;0.0;AHN4;2021.0;False;PREFERRED_AND_LATEST;2.7959189414978027;1.2155373096466064;0.5945174694061279;True;139.0;[];[];[];516.0631713867188;430.7705383300781;394.0116271972656;2010-03-17;2010-03-17;1000007208;;;2499453.0;False;1935.0;False;Pand in gebruik;;;;;2010-11-15T16:26:03Z;2010-11-16T10:05:13Z;1.0;20230526;20230523;20330523;EP Certificatie B.V.;Basisopname;Bestaand;NTA 8800:2022 (basisopname woningbouw);Nee;W;Twee-onder-één-kap;;;7545NC;99;;;;153010000383357.0;;;;;1935;109,29;2,25;D;;;210,22;286,18;286,18;0,0;;1,43;210,13;;;;;52,43;285,83,,,,
0153100000276654;0.0;;multiple horizontal;0.0;42.49700164794922;42.50600051879883;42.78200149536133;31.101999282836914;30.966999053955078;False;False;False;False;2.0;0.001479289960116148;0.0;1.0;0.33609384298324585;0.3068678677082062;5.097165584564209;503.26;169.22;0.0;169.22;115.0;7.994073867797852;15.479290008544922;0.0;AHN4;2021.0;False;PREFERRED_AND_LATEST;1.5830498933792114;1.5830498933792114;1.5824203491210938;True;307.0;[];[];[];1952.5653076171875;1952.5653076171875;1951.6844482421875;2000-03-28;2000-03-28;994405;;;2502866.0;False;1958.0;False;Pand in gebruik;;;;;2010-11-15T16:21:22Z;2010-11-16T10:04:51Z;1.0;20240715;20240711;20340711;Energiewacht locatie Enschede;Basisopname;Bestaand;NTA 8800:2024 (basisopname woningbouw);Nee;W;Appartement;Tussenvloer;;7545ZG;21;;;;153010000414803.0;;;;;1958;84,36;1,87;D;;;179,96;256,80;;0,0;;1,13;186,69;;;;;47,04;256,79,,,,,
0153100000287131;0.0;3.0;slanted;0.0;37.334999084472656;38.26100158691406;39.65599822998047;33.827999114990234;31.704999923706055;False;False;False;False;5.0;0.0034246575087308884;0.010273972526192665;1.0;0.34460726380348206;0.4092250466346741;2.542581081390381;154.46;9.05;77.32;73.2;71.56;12.659793853759766;25.27335548400879;0.0;AHN4;2021.0;False;PREFERRED_AND_LATEST;2.464705228805542;1.0186737775802612;0.4404437243938446;True;64.0;[];[];[];475.83404541015625;397.590087890625;368.61102294921875;2010-03-17;2010-03-17;1000007208;;;2518278.0;False;1939.0;False;Pand in gebruik;;;;;2010-11-15T15:57:37Z;2010-11-16T10:03:11Z;1.0;20240715;20240425;20340425;Energiewacht locatie Enschede;Basisopname;Bestaand;NTA 8800:2024 (basisopname woningbouw);Nee;W;Rijwoning tussen;;;7545JT;24;;;;153010000354021.0;;;;;1939;91,00;1,85;C;;;155,88;206,69;;15,0;;1,06;159,61;;;;;35,96;206,68,,,,,
0153100000291214;;;multiple horizontal;0.0;36.207000732421875;45.479000091552734;46.332000732421875;32.4739990234375;32.3390007019043;False;False;False;False;18.0;0.01080107968300581;0.00030002999119460583;1.0;1.1376107931137085;0.5045541524887085;10.747578620910645;2489.64;1668.07;7.75;1664.95;0.0;7.465574741363525;27.364946365356445;0.0;AHN4;2021.0;False;_HIGHEST_YET_INSUFFICIENT_COVERAGE;7.128457546234131;0.739250659942627;0.6072404384613037;True;2332.0;[];[];[];21882.201171875;13237.2705078125;12962.4052734375;2023-09-06;2023-09-06;2300075718;;;2524614.0;False;1960.0;False;Pand in gebruik;;;;;2023-09-06T13:35:46Z;2023-09-06T13:36:21Z;4.0;20240805;20240805;20340805;EnergieSchouw B.V.;Basisopname;Bestaand;NTA 8800:2024 (basisopname woningbouw);Nee;W;Appartement;Tussendak;;7545HR;51;;;;153010000350001.0;;;;;1960;73,10;1,74;A;;;113,18;144,97;;0,0;;1,93;90,47;;;;;26,63;144,97,,,,,
0153100000291214;;;multiple horizontal;0.0;36.207000732421875;45.479000091552734;46.332000732421875;32.4739990234375;32.3390007019043;False;False;False;False;18.0;0.01080107968300581;0.00030002999119460583;1.0;1.1376107931137085;0.5045541524887085;10.747578620910645;2489.64;1668.07;7.75;1664.95;0.0;7.465574741363525;27.364946365356445;0.0;AHN4;2021.0;False;_HIGHEST_YET_INSUFFICIENT_COVERAGE;7.128457546234131;0.739250659942627;0.6072404384613037;True;2332.0;[];[];[];21882.201171875;13237.2705078125;12962.4052734375;2023-09-06;2023-09-06;2300075718;;;2524614.0;False;1960.0;False;Pand in gebruik;;;;;2023-09-06T13:35:46Z;2023-09-06T13:36:21Z;4.0;20240805;20240805;20340805;EnergieSchouw B.V.;Basisopname;Bestaand;NTA 8800:2024 (basisopname woningbouw);Nee;W;Appartement;Tussendak;;7545HR;50;;;;153010000436627.0;;;;;1960;73,10;1,74;A;;;113,18;144,97;;0,0;;1,93;90,47;;;;;26,63;144,97,,,,,
0153100000291214;;;multiple horizontal;0.0;36.207000732421875;45.479000091552734;46.332000732421875;32.4739990234375;32.3390007019043;False;False;False;False;18.0;0.01080107968300581;0.00030002999119460583;1.0;1.1376107931137085;0.5045541524887085;10.747578620910645;2489.64;1668.07;7.75;1664.95;0.0;7.465574741363525;27.364946365356445;0.0;AHN4;2021.0;False;_HIGHEST_YET_INSUFFICIENT_COVERAGE;7.128457546234131;0.739250659942627;0.6072404384613037;True;2332.0;[];[];[];21882.201171875;13237.2705078125;12962.4052734375;2023-09-06;2023-09-06;2300075718;;;2524614.0;False;1960.0;False;Pand in gebruik;;;;;2023-09-06T13:35:46Z;2023-09-06T13:36:21Z;4.0;20240805;20240805;20340805;EnergieSchouw B.V.;Basisopname;Bestaand;NTA 8800:2024 (basisopname woningbouw);Nee;W;Appartement;Tussendak;;7545HR;49;;;;153010000394709.0;;;;;1960;73,10;1,74;A;;;113,18;144,97;;0,0;;1,93;90,47;;;;;26,63;144,97,,,,,
0153100000291214;;;multiple horizontal;0.0;36.207000732421875;45.479000091552734;46.332000732421875;32.4739990234375;32.3390007019043;False;False;False;False;18.0;0.01080107968300581;0.00030002999119460583;1.0;1.1376107931137085;0.5045541524887085;10.747578620910645;2489.64;1668.07;7.75;1664.95;0.0;7.465574741363525;27.364946365356445;0.0;AHN4;2021.0;False;_HIGHEST_YET_INSUFFICIENT_COVERAGE;7.128457546234131;0.739250659942627;0.6072404384613037;True;2332.0;[];[];[];21882.201171875;13237.2705078125;12962.4052734375;2023-09-06;2023-09-06;2300075718;;;2524614.0;False;1960.0;False;Pand in gebruik;;;;;2023-09-06T13:35:46Z;2023-09-06T13:36:21Z;4.0;20240805;20240805;20340805;EnergieSchouw B.V.;Basisopname;Bestaand;NTA 8800:2024 (basisopname woningbouw);Nee;W;Appartement;Tussendak;;7545HR;48;;;;153010000412389.0;;;;;1960;73,10;1,74;A;;;113,18;144,97;;0,0;;1,93;90,47;;;;;26,63;144,97,,,,,
