identificatie;b3_bag_bag_overlap;b3_bouwlagen;b3_dak_type;b3_extrusie;b3_h_dak_50p;b3_h_dak_70p;b3_h_dak_max;b3_h_dak_min;b3_h_maaiveld;b3_is_glas_dak;b3_kas_warenhuis;b3_mutatie_AHN3_AHN4;b3_mutatie_AHN4_AHN5;b3_n_vlakken;b3_nodata_fractie_AHN3;b3_nodata_fractie_AHN4;b3_nodata_fractie_AHN5;b3_nodata_radius_AHN3;b3_nodata_radius_AHN4;b3_nodata_radius_AHN5;b3_opp_buitenmuur;b3_opp_dak_plat;b3_opp_dak_schuin;b3_opp_grond;b3_opp_scheidingsmuur;b3_puntdichtheid_AHN3;b3_puntdichtheid_AHN4;b3_puntdichtheid_AHN5;b3_pw_bron;b3_pw_datum;b3_pw_onvoldoende;b3_pw_selectie_reden;b3_rmse_lod12;b3_rmse_lod13;b3_rmse_lod22;b3_succes;b3_t_run;b3_val3dity_lod12;b3_val3dity_lod13;b3_val3dity_lod22;b3_volume_lod12;b3_volume_lod13;b3_volume_lod22;begingeldigheid;documentdatum;documentnummer;eindgeldigheid;eindregistratie;fid;geconstateerd;oorspronkelijkbouwjaar;rf_force_lod11;status;tijdstipeindregistratielv;tijdstipinactief;tijdstipinactieflv;tijdstipnietbaglv;tijdstipregistratie;tijdstipregistratielv;voorkomenidentificatie;Registratiedatum;Opnamedatum;GeldigTot;Certificaathouder;SoortOpname;Status;Berekeningstype;OpBasisVanReferentiegebouw;Gebouwklasse;Gebouwtype;Gebouwsubtype;SBICode;Postcode;Huisnummer;Huisletter;Huisnummertoevoeging;Detailaanduiding;BAGVerblijfsobjectID;BAGLigplaatsID;BAGStandplaatsID;Projectnaam;Projectobject;Bouwjaar;GebruiksoppervlakteThermischeZone;Compactheid;Energieklasse;EnergieIndex;EnergieIndexEMGForfaitair;Energiebehoefte;PrimaireFossieleEnergie;PrimaireFossieleEnergieEMGForfaitair;AandeelHernieuwbareEnergie;AandeelHernieuwbareEnergieEMGForfaitair;Temperatuuroverschrijding;Warmtebehoefte;EisEnergiebehoefte;EisPrimaireFossieleEnergie;EisAandeelHernieuwbareEnergie;EisTemperatuuroverschrijding;BerekendeCO2Emissie;BerekendeEnergieverbruik,,,,,,,,,,,,,,
0153100000280359;0.0;2.0;slanted;0.0;36.10200119018555;36.88999938964844;38.095001220703125;34.08599853515625;31.417999267578125;False;False;False;False;3.0;0.0;0.5939849615097046;1.0;0.3080828785896301;1.6370681524276733;2.8036091327667236;91.95;3.46;76.23;66.2;59.65;12.887218475341797;12.44444465637207;0.0;AHN3;2018.0;False;PREFERRED_AND_LATEST;1.5087692737579346;1.5087692737579346;0.2884273827075958;True;46.0;[];[];[];359.00732421875;359.00732421875;307.6767883300781;2021-11-03;2021-11-03;2100102451;;;2508217.0;False;1982.0;False;Pand in gebruik;;;;;2021-11-03T10:18:45Z;2021-11-03T10:19:40Z;2.0;20220422;20220307;20320307;Inspectrum BV;Basisopname;Bestaand;NTA 8800:2020 (basisopname woningbouw);Nee;W;Rijwoning hoek;;;7521MB;14;;;;153010000338275.0;;;;;1982;95,84;2,21;C;;;130,60;192,65;192,65;0,0;0,0;0,88;124,69;;;;;35,41;191,71,,,
0153100000283011;0.0;3.0;slanted;0.0;39.93899917602539;40.680999755859375;42.527000427246094;36.172000885009766;33.4010009765625;False;False;False;False;6.0;0.006968641187995672;0.0;1.0;0.3184705078601837;0.32582390308380127;2.712869644165039;145.47;5.9;87.51;70.9;98.87;13.501754760742188;14.480835914611816;0.0;AHN4;2021.0;False;PREFERRED_AND_LATEST;2.2886738777160645;1.0884114503860474;0.39589500427246094;True;91.0;[];[];[];512.0828857421875;458.9722595214844;421.8630065917969;2010-03-17;2010-03-17;1000007208;;;2512625.0;False;1931.0;False;Pand in gebruik;;;;;2010-11-15T16:06:48Z;2010-11-16T10:03:48Z;1.0;20231216;20231215;20331215;EnergieSchouw B.V.;Basisopname;Bestaand;NTA 8800:2023 (basisopname woningbouw);Nee;W;Twee-onder-één-kap;;;7521VL;15;;;;153010000446695.0;;;;;1931;104,96;2,17;D;;;236,40;277,38;277,38;12,2;;1,58;238,00;;;;;48,83;315,67,,,,
0153100000283733;0.0;;slanted;0.0;40.66999816894531;41.27000045776367;43.06100082397461;32.85900115966797;32.49100112915039;False;False;False;False;5.0;0.0;0.0014947683084756136;1.0;0.34599757194519043;0.36092182993888855;4.845371246337891;251.79;0.0;198.01;167.0;148.04;15.65919303894043;15.514969825744629;0.0;AHN4;2021.0;False;PREFERRED_AND_LATEST;1.9098762273788452;1.9098762273788452;1.111167550086975;True;217.0;[];[];[];1459.74951171875;1459.74951171875;1349.475341796875;2018-12-12;2018-12-12;1800107251;;;2513621.0;False;1955.0;False;Pand in gebruik;;;;;2018-12-12T11:27:18Z;2018-12-12T11:30:38Z;2.0;20240617;20240524;20340524;EnerDeCo BV;Basisopname;Bestaand;NTA 8800:2023 (basisopname woningbouw);Nee;W;Appartement;Tussenvloer;;7521HR;9;;;;153010000459905.0;;;;;1955;57,88;1,72;A;;;98,78;118,99;118,99;25,8;;0,68;97,33;;;;;19,82;159,42,,,,
0153100000283733;0.0;;slanted;0.0;40.66999816894531;41.27000045776367;43.06100082397461;32.85900115966797;32.49100112915039;False;False;False;False;5.0;0.0;0.0014947683084756136;1.0;0.34599757194519043;0.36092182993888855;4.845371246337891;251.79;0.0;198.01;167.0;148.04;15.65919303894043;15.514969825744629;0.0;AHN4;2021.0;False;PREFERRED_AND_LATEST;1.9098762273788452;1.9098762273788452;1.111167550086975;True;217.0;[];[];[];1459.74951171875;1459.74951171875;1349.475341796875;2018-12-12;2018-12-12;1800107251;;;2513621.0;False;1955.0;False;Pand in gebruik;;;;;2018-12-12T11:27:18Z;2018-12-12T11:30:38Z;2.0;20240617;20240521;20340521;EnerDeCo BV;Basisopname;Bestaand;NTA 8800:2023 (basisopname woningbouw);Nee;W;Appartement;Tussendak;;7521HR;15;;;;153010000389431.0;;;;;1955;88,57;1,73;A;;;120,75;144,09;144,09;15,8;;0,56;113,19;;;;;25,11;170,33,,,,
0153100000283733;0.0;;slanted;0.0;40.66999816894531;41.27000045776367;43.06100082397461;32.85900115966797;32.49100112915039;False;False;False;False;5.0;0.0;0.0014947683084756136;1.0;0.34599757194519043;0.36092182993888855;4.845371246337891;251.79;0.0;198.01;167.0;148.04;15.65919303894043;15.514969825744629;0.0;AHN4;2021.0;False;PREFERRED_AND_LATEST;1.9098762273788452;1.9098762273788452;1.111167550086975;True;217.0;[];[];[];1459.74951171875;1459.74951171875;1349.475341796875;2018-12-12;2018-12-12;1800107251;;;2513621.0;False;1955.0;False;Pand in gebruik;;;;;2018-12-12T11:27:18Z;2018-12-12T11:30:38Z;2.0;20240617;20240516;20340516;EnerDeCo BV;Basisopname;Bestaand;NTA 8800:2023 (basisopname woningbouw);Nee;W;Appartement;Tussenvloer;;7521HR;13;;;;153010000451315.0;;;;;1955;57,88;1,72;A;;;98,66;126,64;126,64;24,6;;0,68;97,16;;;;;21,23;166,93,,,,
0153100000283733;0.0;;slanted;0.0;40.66999816894531;41.27000045776367;43.06100082397461;32.85900115966797;32.49100112915039;False;False;False;False;5.0;0.0;0.0014947683084756136;1.0;0.34599757194519043;0.36092182993888855;4.845371246337891;251.79;0.0;198.01;167.0;148.04;15.65919303894043;15.514969825744629;0.0;AHN4;2021.0;False;PREFERRED_AND_LATEST;1.9098762273788452;1.9098762273788452;1.111167550086975;True;217.0;[];[];[];1459.74951171875;1459.74951171875;1349.475341796875;2018-12-12;2018-12-12;1800107251;;;2513621.0;False;1955.0;False;Pand in gebruik;;;;;2018-12-12T11:27:18Z;2018-12-12T11:30:38Z;2.0;20240617;20240514;20340514;EnerDeCo BV;Basisopname;Bestaand;NTA 8800:2023 (basisopname woningbouw);Nee;W;Appartement;Tussendak;;7521HR;11;;;;153010000414119.0;;;;;1955;88,57;1,73;A;;;119,68;138,77;138,77;16,3;;0,56;111,84;;;;;24,15;164,92,,,,
0153100000287626;0.0;3.0;slanted;0.0;39.47999954223633;39.981998443603516;40.82099914550781;35.48699951171875;33.11600112915039;False;False;False;False;3.0;0.0;0.0;1.0;0.3901144564151764;0.3547300696372986;3.278625249862671;139.92;11.99;53.44;58.61;53.43;21.20339012145996;14.677966117858887;0.0;AHN4;2021.0;False;PREFERRED_AND_LATEST;2.3264315128326416;1.0667359828948975;0.7474384307861328;True;52.0;[];[];[];403.4662170410156;358.365966796875;340.1270751953125;2011-09-29;2011-09-29;1100120448;;;2519320.0;False;1955.0;False;Pand in gebruik;;;;;2011-09-29T12:01:11Z;2011-09-29T12:33:36Z;2.0;20240524;20240229;20340228;EnerDeCo BV;Basisopname;Bestaand;NTA 8800:2023 (basisopname woningbouw);Nee;W;Twee-onder-één-kap;;;7521CG;183;;;;153010000338263.0;;;;;1955;72,44;2,41;C;;;178,06;205,57;205,57;21,5;;1,69;169,74;;;;;34,87;261,8,,,,
0153100000293808;0.0;3.0;slanted;0.0;39.66699981689453;40.15599822998047;41.077999114990234;35.534000396728516;33.11199951171875;False;False;False;False;3.0;0.0;0.008474576286971569;1.0;0.30212098360061646;0.33899468183517456;3.293088674545288;152.87;11.2;47.52;58.7;47.44;20.13559341430664;14.273504257202148;0.0;AHN4;2021.0;False;PREFERRED_AND_LATEST;2.1774823665618896;1.017856240272522;0.637235164642334;True;125.0;[];[];[];412.8426208496094;364.08538818359375;346.1764831542969;2010-03-17;2010-03-17;1000007208;;;2528689.0;False;1955.0;False;Pand in gebruik;;;;;2010-11-15T15:44:47Z;2010-11-16T10:02:22Z;1.0;20240524;20240306;20340306;EnerDeCo BV;Basisopname;Bestaand;NTA 8800:2023 (basisopname woningbouw);Nee;W;Twee-onder-één-kap;;;7521CG;179;;;;153010000362973.0;;;;;1955;72,44;2,41;D;;;177,42;255,72;255,72;0,0;;1,69;169,05;;;;;47,21;253,18,,,,
0153100000202663;0.0;3.0;slanted;0.0;42.097999572753906;43.23099899291992;45.22200012207031;37.465999603271484;34.91299819946289;False;False;False;False;7.0;0.0;0.01479289960116148;1.0;0.3847520649433136;0.42857876420021057;2.9140889644622803;108.65;0.0;102.48;83.78;149.48;13.514792442321777;13.585585594177246;0.0;AHN4;2021.0;False;PREFERRED_AND_LATEST;3.305342197418213;0.9853574633598328;0.24673502147197723;True;55.0;[];[];[];695.826171875;570.1693115234375;527.0321655273438;2021-10-14;2021-10-14;2100096533;;;2390422.0;False;1950.0;False;Pand in gebruik;;;;;2021-10-14T12:26:00Z;2021-10-14T12:27:11Z;2.0;20220311;20220308;20320308;EP Certificatie B.V.;Basisopname;Bestaand;NTA 8800:2020 (basisopname woningbouw);Nee;W;Rijwoning tussen;;;7514AA;25;;;;153010000295939.0;;;;;1950;143,29;1,60;C;;;180,33;237,12;237,12;0,0;0,0;1,35;175,40;;;;;43,43;236,91,,,
0153100000204191;0.0;3.0;slanted;0.0;42.00699996948242;42.707000732421875;43.694000244140625;40.27899932861328;34.92900085449219;False;False;False;False;2.0;0.0;0.005780346691608429;1.0;0.30626872181892395;0.2834712266921997;2.259887456893921;48.38;0.0;52.62;42.98;135.48;20.485549926757812;14.39534854888916;0.0;AHN4;2021.0;False;PREFERRED_AND_LATEST;1.386675238609314;1.386675238609314;0.453197717666626;True;51.0;[];[];[];332.6307373046875;332.6307373046875;303.9632568359375;2010-03-17;2010-03-17;1000007208;;;2392494.0;False;1978.0;False;Pand in gebruik;;;;;2010-11-15T18:45:03Z;2010-11-16T10:14:42Z;1.0;20240610;20240603;20340603;Onze Joost B.V.;Basisopname;Bestaand;NTA 8800:2023 (basisopname woningbouw);Nee;W;Rijwoning tussen;;;7521BN;68;;;;153010000305465.0;;;;;1978;96,34;1,29;B;;;120,11;189,60;;0,0;;0,41;123,79;;;;;34,72;189,60,,,,,
0153100000217770;;;slanted;0.0;47.862998962402344;47.9379997253418;48.37099838256836;38.323001861572266;37.35499954223633;False;False;False;False;13.0;0.002230483340099454;0.0037174720782786608;1.0;0.4386163651943207;0.4713318645954132;7.072266578674316;699.02;214.91;181.08;335.28;0.0;13.98509693145752;14.280596733093262;0.0;AHN4;2021.0;False;PREFERRED_AND_LATEST;1.65732741355896;1.65732741355896;1.1515545845031738;True;437.0;[];[];[];3547.895751953125;3547.895751953125;3407.4453125;2017-01-25;2017-01-25;1700022169;;;2411526.0;False;1900.0;False;Pand in gebruik;;;;;2017-01-27T09:31:44Z;2017-01-27T10:00:42Z;2.0;20240725;20240716;20340716;Renewable Partners B.V.;Basisopname;Bestaand;NTA 8800:2024 (basisopname woningbouw);Nee;W;Appartement;Tussenmidden;;7514AK;88;;12;;153010000488051.0;;;;;1900;49,39;0,80;A;;;82,06;135,96;;0,0;;5,15;78,25;;;;;25,19;135,96,,,,,
0153100000217770;;;slanted;0.0;47.862998962402344;47.9379997253418;48.37099838256836;38.323001861572266;37.35499954223633;False;False;False;False;13.0;0.002230483340099454;0.0037174720782786608;1.0;0.4386163651943207;0.4713318645954132;7.072266578674316;699.02;214.91;181.08;335.28;0.0;13.98509693145752;14.280596733093262;0.0;AHN4;2021.0;False;PREFERRED_AND_LATEST;1.65732741355896;1.65732741355896;1.1515545845031738;True;437.0;[];[];[];3547.895751953125;3547.895751953125;3407.4453125;2017-01-25;2017-01-25;1700022169;;;2411526.0;False;1900.0;False;Pand in gebruik;;;;;2017-01-27T09:31:44Z;2017-01-27T10:00:42Z;2.0;20240725;20240716;20340716;Renewable Partners B.V.;Basisopname;Bestaand;NTA 8800:2024 (basisopname woningbouw);Nee;W;Appartement;Tussenmidden;;7514AK;88;;11;;153010000488049.0;;;;;1900;49,39;0,80;A;;;82,06;135,96;;0,0;;5,15;78,25;;;;;25,19;135,96,,,,,
0153100000217770;;;slanted;0.0;47.862998962402344;47.9379997253418;48.37099838256836;38.323001861572266;37.35499954223633;False;False;False;False;13.0;0.002230483340099454;0.0037174720782786608;1.0;0.4386163651943207;0.4713318645954132;7.072266578674316;699.02;214.91;181.08;335.28;0.0;13.98509693145752;14.280596733093262;0.0;AHN4;2021.0;False;PREFERRED_AND_LATEST;1.65732741355896;1.65732741355896;1.1515545845031738;True;437.0;[];[];[];3547.895751953125;3547.895751953125;3407.4453125;2017-01-25;2017-01-25;1700022169;;;2411526.0;False;1900.0;False;Pand in gebruik;;;;;2017-01-27T09:31:44Z;2017-01-27T10:00:42Z;2.0;20240725;20240716;20340716;Renewable Partners B.V.;Basisopname;Bestaand;NTA 8800:2024 (basisopname woningbouw);Nee;W;Appartement;Tussenvloer;;7514AK;86;;4;;153010000486411.0;;;;;2018;33,19;1,34;A;;;40,32;128,26;;0,0;;0,77;58,64;;;;;23,92;128,26,,,,,
0153100000217770;;;slanted;0.0;47.862998962402344;47.9379997253418;48.37099838256836;38.323001861572266;37.35499954223633;False;False;False;False;13.0;0.002230483340099454;0.0037174720782786608;1.0;0.4386163651943207;0.4713318645954132;7.072266578674316;699.02;214.91;181.08;335.28;0.0;13.98509693145752;14.280596733093262;0.0;AHN4;2021.0;False;PREFERRED_AND_LATEST;1.65732741355896;1.65732741355896;1.1515545845031738;True;437.0;[];[];[];3547.895751953125;3547.895751953125;3407.4453125;2017-01-25;2017-01-25;1700022169;;;2411526.0;False;1900.0;False;Pand in gebruik;;;;;2017-01-27T09:31:44Z;2017-01-27T10:00:42Z;2.0;20240725;20240716;20340716;Renewable Partners B.V.;Basisopname;Bestaand;NTA 8800:2024 (basisopname woningbouw);Nee;W;Appartement;Hoekvloer;;7514AK;86;;3;;153010000486409.0;;;;;2018;32,10;1,89;A;;;55,50;155,54;;0,0;;0,52;80,33;;;;;28,94;155,55,,,,,
0153100000226171;;;multiple horizontal;0.0;47.41400146484375;47.428001403808594;47.62099838256836;41.75299835205078;36.92399978637695;False;False;False;False;3.0;0.006125574465841055;0.01225114893168211;1.0;0.4835880696773529;0.7832384705543518;3.5468835830688477;1203.79;326.31;0.0;327.25;0.0;8.261941909790039;14.38759708404541;0.0;AHN3;2019.0;False;PREFERRED_AND_LATEST;1.77485990524292;1.1198967695236206;0.7401065230369568;True;408.0;[];[];[];3436.930419921875;3345.5927734375;3194.41943359375;2010-03-17;2010-03-17;1000007208;;;2425191.0;False;1955.0;False;Pand in gebruik;;;;;2010-11-15T18:00:22Z;2010-11-16T10:11:34Z;1.0;20240209;20240205;20340205;Energie Inspectie B.V.;Basisopname;Bestaand;NTA 8800:2023 (basisopname woningbouw);Nee;W;Appartement;Tussenvloer;;7513AG;22;;;;153010000363177.0;;;;;1955;41,49;2,00;G;;;256,43;386,89;386,89;0,0;;3,56;264,00;;;;;71,29;383,95,,,,
0153100000229310;0.0;3.0;slanted;0.0;45.07400131225586;45.25400161743164;45.59600067138672;44.22600173950195;36.1879997253418;False;False;False;False;2.0;0.0;0.0;1.0;0.3655664920806885;0.38880249857902527;2.722568988800049;209.69;0.0;63.08;56.35;50.6;16.089284896850586;28.39285659790039;0.0;AHN4;2021.0;False;PREFERRED_AND_LATEST;1.9649454355239868;1.9649454355239868;1.5252543687820435;True;26.0;[];[];[];509.0551452636719;509.0551452636719;489.0368957519531;2010-03-17;2010-03-17;1000007208;;;2430450.0;False;1898.0;False;Pand in gebruik;;;;;2010-11-15T17:54:30Z;2010-11-16T10:11:08Z;1.0;20221019;20221006;20321006;Prosperos B.V.;Basisopname;Bestaand;NTA 8800:2022 (basisopname woningbouw);Nee;W;Rijwoning hoek;;;7513BC;185;A;;;153010000420997.0;;;;;1898;91,45;2,13;G;;;289,74;397,13;397,13;2,1;;2,75;288,80;;;;;72,75;396,66,,,,
0153100000232005;0.0;5.0;slanted;0.0;42.57899856567383;43.08300018310547;45.801998138427734;36.73500061035156;33.553001403808594;False;False;False;False;10.0;0.011961722746491432;0.0023923444095999002;1.0;0.388400673866272;0.39768916368484497;3.962397575378418;208.5;0.0;141.96;104.13;112.92;8.600483894348145;14.800959587097168;0.0;AHN4;2021.0;False;PREFERRED_AND_LATEST;2.8260388374328613;1.4111194610595703;0.31213369965553284;True;170.0;[];[];[];984.3018188476562;903.7998657226562;827.4048461914062;2010-03-17;2010-03-17;1000007208;;;2434943.0;False;1930.0;False;Pand in gebruik;;;;;2010-11-15T17:50:01Z;2010-11-16T10:10:49Z;1.0;20240531;20240306;20340306;EnerDeCo BV;Basisopname;Bestaand;NTA 8800:2023 (basisopname woningbouw);Nee;W;Twee-onder-één-kap;;;7513CT;12;;;;153010000484513.0;;;;;1930;189,45;2,37;G;;;271,26;380,63;380,63;0,0;;1,22;267,69;;;;;71,04;372,27,,,,
0153100000239589;0.0;3.0;slanted;0.0;42.358001708984375;43.50199890136719;44.62300109863281;37.9630012512207;35.292999267578125;False;False;False;False;11.0;0.05855855718255043;0.02477477490901947;1.0;0.7939750552177429;0.6599371433258057;3.7345829010009766;263.07;45.56;93.97;110.8;65.61;7.79904317855835;25.995380401611328;0.0;AHN4;2021.0;False;_HIGHEST_YET_INSUFFICIENT_COVERAGE;2.9630982875823975;1.2728666067123413;0.5392782092094421;True;235.0;[];[];[303];899.755126953125;755.927978515625;691.9324951171875;2024-07-24;2024-07-24;2400025577;;;2446259.0;False;1916.0;False;Pand in gebruik;;;;;2024-07-24T13:57:03Z;2024-07-24T13:57:10Z;3.0;20240805;20240709;20340709;De Twee Snoeken Bouwplantoets;Basisopname;Bestaand;NTA 8800:2024 (basisopname woningbouw);Nee;W;Vrijstaande woning;;;7513BL;25;;;;153010000365501.0;;;;;1916;150,76;2,20;C;;;161,88;192,46;;17,4;;3,67;159,38;;;;;33,37;192,46,,,,,
0153100000247677;0.0;;multiple horizontal;0.0;55.03799819946289;55.055999755859375;59.09000015258789;38.48899841308594;33.76599884033203;False;False;False;False;15.0;0.03239845111966133;0.011605415493249893;1.0;1.1267513036727905;0.7646483778953552;11.097163200378418;2126.03;541.35;4.91;518.01;0.0;17.631183624267578;17.401174545288086;0.0;AHN4;2021.0;False;_HIGHEST_YET_INSUFFICIENT_COVERAGE;3.4166758060455322;2.623239040374756;2.2168233394622803;True;871.0;[];[];[];11028.630859375;11027.259765625;10983.529296875;2010-03-17;2010-03-17;1000007208;;;2458764.0;False;1994.0;False;Pand in gebruik;;;;;2010-11-15T17:21:25Z;2010-11-16T10:08:55Z;1.0;20240613;20240613;20340613;Energiewacht locatie Enschede;Basisopname;Bestaand;NTA 8800:2023 (basisopname woningbouw);Nee;W;Appartement;Hoekmidden;;7513WC;87;;;;153010000352943.0;;;;;1994;94,00;0,68;A;;;75,34;134,42;134,42;0,0;;2,21;70,17;;;;;25,30;130,19,,,,
0153100000249457;;;multiple horizontal;0.0;43.20899963378906;43.67100143432617;47.38399887084961;34.856998443603516;34.62699890136719;False;False;False;False;43.0;0.0006723980768583715;0.00048028433229774237;1.0;0.7104697227478027;0.6095834374427795;47.38254165649414;4367.6;10381.25;264.34;10410.01;0.0;12.418513298034668;14.548075675964355;0.0;AHN4;2021.0;False;_HIGHEST_YET_INSUFFICIENT_COVERAGE;1.9940054416656494;1.193811058998108;0.22521811723709106;True;14409.0;[];[];[102];94068.4765625;92101.3515625;85100.6953125;2013-07-04;2013-07-04;1300174282;;;2461472.0;False;1981.0;False;Pand in gebruik;;;;;2013-07-04T15:55:12Z;2013-07-04T16:07:21Z;6.0;20210219;20210129;20310129;BuildingLabel B.V.;Basisopname;Bestaand;NTA 8800:2020 (basisopname utiliteitsbouw);Nee;U;;;;7514AA;1;A;;;153010000471278.0;;;;;1981;3580,00;1,98;A++;;;59,27;146,49;146,49;0,0;0,0;0,00;44,23;;;;;30,32;125,29,,,
0153100000256475;;;slanted;0.0;51.540000915527344;52.224998474121094;54.099998474121094;48.4640007019043;36.220001220703125;False;False;False;False;33.0;0.003209242597222328;0.03337612375617027;1.0;0.45992419123649597;0.9564084410667419;9.181922912597656;1226.42;229.52;328.3;387.59;0.0;16.254989624023438;16.26560401916504;0.0;AHN3;2019.0;False;PREFERRED_AND_LATEST;3.116208076477051;3.116208076477051;1.959643840789795;True;843.0;[];[];[];6151.54296875;6151.54296875;5909.365234375;2000-06-20;2000-06-20;20000099;;;2471919.0;False;2001.0;False;Pand in gebruik;;;;;2010-11-15T17:03:58Z;2010-11-16T10:07:51Z;1.0;20240628;20240624;20340624;Energie Inspectie B.V.;Basisopname;Bestaand;NTA 8800:2023 (basisopname woningbouw);Nee;W;Appartement;Tussenmidden;;7513AE;2;;4;;153010000367355.0;;;;;2001;135,80;0,66;A++;;;61,62;68,55;68,55;0,0;;3,85;34,06;;;;;12,68;67,71,,,,
0153100000257477;0.0;3.0;slanted;0.0;40.849998474121094;41.084999084472656;43.42900085449219;37.180999755859375;34.49599838256836;False;False;False;False;8.0;0.003846153849735856;0.0;1.0;0.3043574094772339;0.37636798620224;3.045926332473755;127.16;23.85;64.05;65.13;64.2;14.702702522277832;14.492307662963867;0.0;AHN4;2021.0;False;PREFERRED_AND_LATEST;1.7454644441604614;1.1403323411941528;0.3269926607608795;True;48.0;[];[];[];427.38397216796875;409.3284606933594;386.424560546875;2010-03-17;2010-03-17;1000007208;;;2473354.0;False;1922.0;False;Pand in gebruik;;;;;2010-11-15T17:01:51Z;2010-11-16T10:07:41Z;1.0;20240206;20240205;20340205;EP Certificatie B.V.;Basisopname;Bestaand;NTA 8800:2023 (basisopname woningbouw);Nee;W;Twee-onder-één-kap;;;7521BB;57;;;;153010000407637.0;;;;;1922;99,68;2,51;G;;;275,84;382,07;382,07;0,0;;1,30;274,00;;;;;70,33;379,61,,,,
0153100000262261;0.0;3.0;slanted;0.0;42.79100036621094;43.400001525878906;44.4109992980957;39.53099822998047;36.242000579833984;False;False;False;False;4.0;0.016949152573943138;0.0;1.0;0.32933300733566284;0.30971580743789673;2.348332643508911;144.73;0.0;68.7;58.81;107.69;8.413793563842773;14.983051300048828;0.0;AHN4;2021.0;False;PREFERRED_AND_LATEST;1.7103972434997559;1.7103972434997559;0.3721480667591095;True;90.0;[];[];[];422.0411071777344;422.0411071777344;373.94091796875;2010-03-17;2010-03-17;1000007208;;;2480746.0;False;1905.0;False;Pand in gebruik;;;;;2010-11-15T16:51:15Z;2010-11-16T10:07:02Z;1.0;20240417;20240417;20340417;BuildingLabel B.V.;Basisopname;Bestaand;NTA 8800:2023 (basisopname woningbouw);Nee;W;Vrijstaande woning;;;7513BN;13;;;;153010000375199.0;;;;;1905;96,15;1,94;C;;;147,05;225,55;225,55;0,0;;2,76;147,97;;;;;41,90;221,74,,,,
0153100000266193;0.0;4.0;slanted;0.0;38.04399871826172;38.10900115966797;45.0260009765625;37.81999969482422;34.56399917602539;False;False;False;False;7.0;0.005219206679612398;0.002087682718411088;1.0;0.4901798367500305;0.4310910105705261;5.450697422027588;547.49;394.62;115.88;477.56;62.18;13.97271728515625;15.031380653381348;0.0;AHN4;2021.0;False;PREFERRED_AND_LATEST;2.5292673110961914;0.8227721452713013;0.5228846073150635;True;914.0;[];[];[];1690.525146484375;2289.476318359375;2231.107421875;2010-03-17;2010-03-17;1000007208;;;2486903.0;False;1964.0;False;Pand in gebruik;;;;;2010-11-15T16:43:45Z;2010-11-16T10:06:29Z;1.0;20230608;20230522;20330522;BuildingLabel B.V.;Basisopname;Bestaand;NTA 8800:2022 (basisopname woningbouw);Nee;W;Appartement;Hoekdak;;7521BX;66;A;;;153010000495757.0;;;;;1964;89,99;2,01;E;;;206,57;305,59;305,59;0,0;;1,14;211,40;;;;;55,96;305,38,,,,
0153100000269619;0.0;3.0;slanted;0.0;44.071998596191406;45.15399932861328;46.54600143432617;42.26900100708008;35.68299865722656;False;False;False;False;2.0;0.007843137718737125;0.0;1.0;0.33647289872169495;0.3259710669517517;3.311375617980957;190.13;0.0;69.82;63.45;90.77;8.42687702178955;28.250980377197266;0.0;AHN4;2021.0;False;PREFERRED_AND_LATEST;2.175442695617676;2.175442695617676;1.058080792427063;True;76.0;[];[];[];595.627197265625;595.627197265625;532.6217041015625;2006-11-28;2006-11-28;20063596;;;2491670.0;False;2007.0;False;Pand in gebruik;;;;;2010-11-15T16:36:42Z;2010-11-16T10:05:56Z;1.0;20240606;20240606;20340606;Energielabel Deskundige;Basisopname;Bestaand;NTA 8800:2023 (basisopname woningbouw);Nee;W;Rijwoning tussen;;;7513KH;48;;;;153010000308369.0;;;;;2007;125,74;2,76;A;;;101,34;125,15;125,15;20,5;;1,97;95,51;;;;;21,73;154,63,,,,
0153100000272020;;;slanted;0.0;52.492000579833984;56.097999572753906;71.10700225830078;36.194000244140625;36.000999450683594;False;False;False;False;266.0;0.020688345655798912;0.013011936098337173;1.0;1.689027190208435;1.5730680227279663;15.221434593200684;28626.77;10291.87;1763.73;13746.28;0.0;12.755690574645996;16.258712768554688;0.0;AHN4;2021.0;False;_HIGHEST_YET_INSUFFICIENT_COVERAGE;5.82140588760376;1.7802528142929077;0.9413182139396667;True;17913.0;[];[303];[303,307];236432.890625;217979.421875;212647.265625;2024-06-13;2024-06-13;2400020770;;;2495746.0;False;1914.0;False;Verbouwing pand;;;;;2024-06-13T11:10:23Z;2024-06-13T11:11:41Z;6.0;20240828;20240702;20340702;BuildingLabel B.V.;Basisopname;Bestaand;NTA 8800:2024 (basisopname utiliteitsbouw);Nee;U;;;;7511JX;1;;;Bouwdeel 11;153010000508632.0;;;;;1914;2076,87;1,35;A+++;;;107,30;70,01;;52,5;;;61,64;;;;;16,21;70,0,,,,,
