pid,vid
0153100000211168,0153010000296579
0153100000244543,0153010000327333
0153100000237414,0153010000312419
0153100000228581,0153010000383155
0153100000203979,0153010000399981
0153100000205808,0153010000464285
0153100000214958,0153010000437165
0153100000240694,0153010000494314
0153100000226263,0153010000385537
0153100000272054,0153010000304455
0153100000292608,0153010000312437
0153100000243806,0153010000379325
0153100000261048,0153010000344135
0153100000247574,0153010000301369
0153100000498656,0153010000498692
0153100000235507,0153010000465069
0153100000283015,0153010000426831
0153100000221691,0153010000297527
0153100000208684,0153010000509652
0153100000469535,0153010000469611
0153100000504642,0153010000504644
0153100000202053,0153010000365647
0153100000241630,0153010000457911
0153100000293519,0153010000381577
0153100000221187,0153010000295291
0153100000247976,0153010000312235
0153100000260001,0153010000387699
0153100000245779,0153010000315185
0153100000211556,0153010000374673
0153100000207741,0153010000359587
0153100000294208,0153010000459217
0153100000241485,0153010000310211
0153100000262565,0153010000503205
0153100000213911,0153010000383319
0153100000233262,0153010000299437
0153100000255339,0153010000302231
0153100000291376,0153010000342509
0153100000289075,0153010000417957
0153100000242529,0153010000415951
0153100000245299,0153010000334817
0153100000228206,0153010000436093
0153100000288209,0153010000416297
0153100000253174,0153010000435055
0153100000472675,0153010000472682
0153100000276091,0153010000368581
0153100000513140,0153010000513154
0153100000205302,0153010000448431
0153100000206895,0153010000461413
0153100000257288,0153010000427865
0153100000205379,0153010000335967
0153100000205639,0153010000295755
0153100000210580,0153010000352895
0153100000205706,0153010000302673
0153100000508114,0153010000508125
0153100000275255,0153010000392109
0153100000219023,0153010000443111
0153100000255018,0153010000394609
0153100000291511,0153010000296547
0153100000222808,0153010000383463
0153100000280462,0153010000439355
0153100000224605,0153010000489506
0153100000268129,0153010000353497
0153100000262646,0153010000415527
0153100000223040,0153010000305455
0153100000219736,0153010000405375
0153100000240300,0153010000295041
0153100000239278,0153010000302037
0153100000205452,0153010000392261
0153100000267391,0153010000397647
0153100000291241,0153010000448099
0153100000217182,0153010000409131
0153100000254760,0153010000346559
0153100000238786,0153010000348875
0153100000277360,0153010000324507
0153100000250377,0153010000491344
0153100000208217,0153010000414783
0153100000266252,0153010000356211
0153100000230186,0153010000307929
0153100000211454,0153010000389519
0153100000247717,0153010000380907
0153100000263089,0153010000427903
0153100000211248,0153010000458329
0153100000505479,0153010000505481
0153100000256804,0153010000452807
0153100000217968,0153010000485928
0153100000283071,0153010000375461
0153100000219648,0153010000379769
0153100000286959,0153010000386791
0153100000259945,0153010000384359
0153100000263092,0153010000382813
0153100000283207,0153010000465121
0153100000269198,0153010000402569
0153100000251217,0153010000353943
0153100000236717,0153010000364251
0153100000223503,0153010000316863
0153100000216240,0153010000422839
0153100000235433,0153010000316277
0153100000272683,0153010000464495
0153100000227674,0153010000347113
0153100000259846,0153010000346473
0153100000285373,0153010000370329
0153100000237938,0153010000448871
0153100000476190,0153010000476196
0153100000277370,0153010000352073
0153100000256633,0153010000347239
0153100000243751,0153010000317087
0153100000203927,0153010000315299
0153100000285457,0153010000435359
0153100000281288,0153010000298217
0153100000491596,0153010000491598
0153100000204671,0153010000358269
0153100000236930,0153010000360393
0153100000276380,0153010000320901
0153100000216909,0153010000461049
0153100000203584,0153010000428695
0153100000217952,0153010000382719
0153100000257252,0153010000378367
0153100000204085,0153010000366849
0153100000247923,0153010000405961
0153100000234394,0153010000441971
0153100000212484,0153010000371111
0153100000246443,0153010000355557
0153100000214285,0153010000330505
0153100000228143,0153010000310683
0153100000204464,0153010000336267
0153100000249373,0153010000455713
0153100000489231,0153010000489233
0153100000212110,0153010000377995
,0153010000514709
0153100000261973,0153010000295637
0153100000255746,0153010000421665
,0153010000515613
0153100000219524,0153010000369599
0153100000257524,0153010000332975
0153100000506899,0153010000506901
0153100000222225,0153010000315903
0153100000204921,0153010000434491
0153100000225763,0153010000368475
0153100000236942,0153010000417243
0153100000230599,0153010000351409
0153100000249770,0153010000456141
0153100000499305,0153010000499307
0153100000239695,0153010000430709
0153100000219059,0153010000381297
0153100000289285,0153010000416435
0153100000203208,0153010000393341
0153100000202299,0153010000374573
0153100000504552,0153010000504554
0153100000237677,0153010000305461
0153100000206325,0153010000359667
0153100000253810,0153010000365187
0153100000221559,0153010000304067
0153100000278455,0153010000350833
0153100000260030,0153010000457463
0153100000237318,0153010000459011
0153100000492167,0153010000492169
0153100000243528,0153010000415361
0153100000209935,0153010000405617
0153100000264971,0153010000315783
0153100000251069,0153010000440231
0153100000261048,0153010000299305
0153100000506333,0153010000506535
0153100000277131,0153010000453043
0153100000290913,0153010000340069
0153100000257739,0153010000333535
0153100000216905,0153010000393003
0153100000508505,0153010000508529
0153100000238468,0153010000405491
0153100000275107,0153010000422079
0153100000223847,0153010000472582
0153100000250927,0153010000355945
0153100000290906,0153010000330977
,0153010000511973
0153100000215429,0153010000345489
0153100000207080,0153010000333627
0153100000275524,0153010000359065
0153100000212720,0153010000350211
0153100000254796,0153010000315263
0153100000279338,0153010000332627
0153100000205344,0153010000373523
0153100000245101,0153010000358923
0153100000207962,0153010000306489
0153100000286539,0153010000374739
0153100000226711,0153010000308433
0153100000205035,0153010000301629
0153100000242073,0153010000342977
0153100000245172,0153010000450119
0153100000233846,0153010000374485
0153100000203235,0153010000432477
0153100000281013,0153010000414789
0153100000201977,0153010000491601
0153100000270735,0153010000320363
0153100000291475,0153010000499823
0153100000287763,0153010000329889
0153100000235662,0153010000410919
0153100000249770,0153010000328707
0153100000266204,0153010000361743
0153100000203054,0153010000402371
0153100000230838,0153010000427267
0153100000288135,0153010000294249
0153100000244784,0153010000322989
0153100000207771,0153010000308323
0153100000281203,0153010000426097
0153100000275938,0153010000395181
0153100000206132,0153010000388003
0153100000279226,0153010000345865
0153100000291115,0153010000402467
0153100000237404,0153010000401311
0153100000268255,0153010000350785
0153100000258472,0153010000412981
0153100000239667,0153010000416593
0153100000231268,0153010000335185
0153100000215830,0153010000376753
0153100000247717,0153010000344045
0153100000247105,0153010000337243
0153100000264012,0153010000308789
0153100000236717,0153010000437039
0153100000245582,0153010000373587
0153100000228364,0153010000383731
0153100000266006,0153010000351431
0153100000283560,0153010000451529
0153100000248651,0153010000396397
0153100000223989,0153010000302023
0153100000260823,0153010000415345
0153100000291475,0153010000499827
0153100000262544,0153010000392361
0153100000256731,0153010000302887
0153100000211101,0153010000337383
0153100000470594,0153010000472452
0153100000226653,0153010000339645
0153100000214848,0153010000376093
0153100000263779,0153010000447789
0153100000242378,0153010000412769
0153100000216542,0153010000453147
0153100000271815,0153010000328171
0153100000259990,0153010000442165
0153100000244539,0153010000391885
0153100000286347,0153010000325237
0153100000223661,0153010000422543
0153100000286488,0153010000425385
0153100000289585,0153010000495933
0153100000262060,0153010000340041
0153100000511231,0153010000511233
0153100000219149,0153010000400793
0153100000214390,0153010000302025
0153100000238372,0153010000368601
0153100000509905,0153010000510198
0153100000262460,0153010000405711
0153100000251305,0153010000324121
0153100000220496,0153010000353677
0153100000467704,0153010000467719
0153100000245250,0153010000353841
0153100000276406,0153010000340847
0153100000237685,0153010000355245
0153100000285248,0153010000377527
0153100000477544,0153010000477653
0153100000203383,0153010000301621
0153100000256376,0153010000347355
0153100000276909,0153010000296403
0153100000471995,0153010000472256
0153100000287763,0153010000415297
0153100000274437,0153010000294675
0153100000204095,0153010000385765
0153100000245019,0153010000314277
0153100000204638,0153010000448679
0153100000239667,0153010000405565
0153100000485688,0153010000485690
0153100000271804,0153010000368089
0153100000242691,0153010000396413
0153100000227451,0153010000385271
0153100000281902,0153010000300335
0153100000232806,0153010000351315
0153100000255398,0153010000303757
0153100000234133,0153010000373145
0153100000276123,0153010000372371
0153100000273692,0153010000465049
0153100000265498,0153010000449295
0153100000206183,0153010000459091
0153100000221187,0153010000404863
0153100000291475,0153010000499842
0153100000206854,0153010000410399
0153100000240001,0153010000406553
0153100000207044,0153010000301415
0153100000243523,0153010000383851
0153100000283196,0153010000328907
0153100000259997,0153010000425741
0153100000240899,0153010000446841
0153100000250186,0153010000432051
0153100000248725,0153010000350875
0153100000281058,0153010000369585
0153100000203834,0153010000349809
0153100000234906,0153010000456239
0153100000267676,0153010000400121
0153100000288339,0153010000456955
0153100000473495,0153010000473496
0153100000288105,0153010000446055
0153100000289585,0153010000466945
0153100000272020,0153010000505746
0153100000203096,0153010000462233
0153100000288825,0153010000389953
0153100000503766,0153010000503768
0153100000289536,0153010000436015
0153100000273782,0153010000422627
0153100000273164,0153010000373343
0153100000236817,0153010000297493
0153100000292927,0153010000331087
0153100000267180,0153010000456739
0153100000486238,0153010000486240
0153100000215914,0153010000369199
0153100000223641,0153010000412121
0153100000287770,0153010000378405
0153100000206499,0153010000430555
0153100000254209,0153010000323019
0153100000289910,0153010000388727
0153100000243140,0153010000468468
0153100000262767,0153010000305583
0153100000289944,0153010000413715
0153100000492459,0153010000492471
0153100000226724,0153010000405505
0153100000239788,0153010000416569
0153100000263279,0153010000346817
0153100000490063,0153010000490065
0153100000286880,0153010000392687
0153100000214211,0153010000429513
0153100000246442,0153010000406321
0153100000486676,0153010000486678
0153100000268953,0153010000316321
0153100000292727,0153010000450257
0153100000234527,0153010000405517
0153100000269111,0153010000427049
0153100000263867,0153010000314997
0153100000237677,0153010000294371
0153100000207558,0153010000362947
0153100000238719,0153010000406263
0153100000221834,0153010000362871
0153100000212788,0153010000296827
0153100000471995,0153010000472216
0153100000280440,0153010000351629
0153100000286354,0153010000406197
0153100000242407,0153010000434777
0153100000259679,0153010000346541
0153100000263086,0153010000345091
0153100000277037,0153010000454003
0153100000262035,0153010000424667
0153100000231369,0153010000308153
0153100000471838,0153010000471869
0153100000265959,0153010000368383
0153100000250019,0153010000428467
0153100000276998,0153010000456209
0153100000232403,0153010000380431
0153100000202882,0153010000337533
0153100000239819,0153010000447929
0153100000202381,0153010000454431
0153100000212424,0153010000400681
0153100000251786,0153010000377691
0153100000261068,0153010000298563
0153100000250571,0153010000393897
0153100000265682,0153010000425471
0153100000250088,0153010000447297
0153100000204894,0153010000396439
0153100000224605,0153010000489508
0153100000248739,0153010000361557
0153100000513545,0153010000513547
0153100000233205,0153010000299147
0153100000202876,0153010000391371
0153100000491571,0153010000491573
0153100000257221,0153010000299929
0153100000512380,0153010000512402
0153100000207566,0153010000386867
0153100000251991,0153010000404217
0153100000253509,0153010000428843
0153100000224605,0153010000489820
0153100000279522,0153010000380177
0153100000259653,0153010000414539
0153100000269111,0153010000303753
,0153010000476119
0153100000211675,0153010000319379
0153100000223889,0153010000464603
0153100000265853,0153010000348555
0153100000243256,0153010000451415
0153100000243673,0153010000382243
0153100000228575,0153010000320167
0153100000208231,0153010000400381
0153100000273173,0153010000306979
0153100000214946,0153010000397357
0153100000236717,0153010000433835
0153100000272020,0153010000490855
0153100000233111,0153010000329663
0153100000470596,0153010000472417
0153100000206036,0153010000323517
0153100000217084,0153010000352031
0153100000224806,0153010000325493
0153100000269111,0153010000312743
0153100000284223,0153010000314679
0153100000277992,0153010000396779
,0153010000511913
0153100000289015,0153010000459891
0153100000468723,0153010000468783
0153100000236779,0153010000407949
0153100000207101,0153010000464829
0153100000285334,0153010000319333
0153100000229306,0153010000342221
0153100000236997,0153010000416155
0153100000271618,0153010000376039
0153100000242758,0153010000363989
0153100000499240,0153010000499242
0153100000213903,0153010000404227
0153100000226680,0153010000348215
0153100000486117,0153010000486161
0153100000217341,0153010000445873
0153100000245088,0153010000452103
0153100000204015,0153010000464457
0153100000204744,0153010000377487
0153100000264946,0153010000370781
0153100000218040,0153010000372055
0153100000290276,0153010000339567
0153100000292088,0153010000484493
0153100000248405,0153010000385411
0153100000285729,0153010000457895
0153100000265001,0153010000414621
0153100000212976,0153010000455773
0153100000221751,0153010000312581
0153100000204872,0153010000462611
0153100000469698,0153010000469699
0153100000283539,0153010000297819
0153100000216945,0153010000353287
0153100000289636,0153010000311317
0153100000269711,0153010000452229
0153100000262665,0153010000308729
0153100000256139,0153010000381589
0153100000248361,0153010000405305
0153100000246585,0153010000445231
0153100000250330,0153010000418157
0153100000257793,0153010000381067
0153100000272020,0153010000505870
0153100000219505,0153010000427947
0153100000291766,0153010000376591
0153100000271826,0153010000429327
0153100000472517,0153010000392639
0153100000265627,0153010000326439
0153100000261824,0153010000401923
0153100000207008,0153010000415997
0153100000206882,0153010000367369
0153100000203290,0153010000342435
0153100000288108,0153010000442615
0153100000262270,0153010000358061
0153100000272020,0153010000505916
0153100000274671,0153010000344807
0153100000219487,0153010000307633
,0153010000514573
0153100000235263,0153010000390481
0153100000231212,0153010000298629
0153100000207557,0153010000398091
0153100000294207,0153010000460433
0153100000240586,0153010000474545
0153100000281282,0153010000338423
0153100000206512,0153010000320995
0153100000291699,0153010000399385
0153100000291140,0153010000303647
0153100000217767,0153010000443343
0153100000239667,0153010000299163
0153100000268237,0153010000415019
0153100000236641,0153010000326837
0153100000508886,0153010000509031
0153100000221871,0153010000418109
0153100000276693,0153010000398691
0153100000282902,0153010000306603
0153100000239494,0153010000319445
0153100000253810,0153010000356613
0153100000279594,0153010000458159
0153100000250610,0153010000418329
0153100000207309,0153010000300317
0153100000287763,0153010000413617
0153100000228143,0153010000451059
0153100000208496,0153010000360789
0153100000220146,0153010000403751
0153100000207661,0153010000359449
0153100000228655,0153010000351643
0153100000209946,0153010000399133
0153100000264561,0153010000387739
0153100000277352,0153010000377829
0153100000236942,0153010000392387
0153100000486104,0153010000486106
0153100000259859,0153010000381721
0153100000251604,0153010000367875
0153100000204097,0153010000431501
0153100000230838,0153010000393431
0153100000204754,0153010000300499
0153100000242009,0153010000296045
0153100000226921,0153010000340265
0153100000264443,0153010000397613
0153100000271390,0153010000321861
0153100000206333,0153010000380183
0153100000280627,0153010000327835
0153100000288769,0153010000300923
0153100000253192,0153010000359259
0153100000260344,0153010000377753
0153100000248505,0153010000412067
0153100000272020,0153010000490893
0153100000285897,0153010000325747
0153100000282905,0153010000304735
0153100000250141,0153010000333181
0153100000282933,0153010000311595
0153100000212605,0153010000371927
0153100000212512,0153010000369391
0153100000240394,0153010000405799
0153100000221761,0153010000429487
0153100000228463,0153010000317945
0153100000243183,0153010000416601
0153100000219291,0153010000354445
0153100000237899,0153010000426261
0153100000221064,0153010000485859
0153100000232163,0153010000368215
0153100000291283,0153010000296989
0153100000289710,0153010000421451
0153100000234283,0153010000305175
0153100000243140,0153010000468458
0153100000206166,0153010000391793
0153100000202746,0153010000431261
0153100000287645,0153010000378567
0153100000273164,0153010000353889
0153100000242758,0153010000432235
0153100000215345,0153010000381045
0153100000248353,0153010000437879
0153100000286595,0153010000331579
0153100000221854,0153010000433201
0153100000237718,0153010000410029
0153100000284134,0153010000303557
0153100000203641,0153010000388883
0153100000254760,0153010000357415
0153100000214958,0153010000320111
0153100000214958,0153010000406289
0153100000224605,0153010000489832
0153100000215234,0153010000375793
0153100000292006,0153010000376071
0153100000288771,0153010000294753
0153100000487585,0153010000487587
0153100000287170,0153010000435895
0153100000255691,0153010000447547
0153100000240929,0153010000298547
0153100000265825,0153010000369315
0153100000291765,0153010000422137
0153100000222289,0153010000426869
0153100000231268,0153010000335183
0153100000257537,0153010000444885
0153100000202042,0153010000392135
0153100000269384,0153010000490040
0153100000293826,0153010000428351
0153100000287188,0153010000356787
0153100000467736,0153010000467738
0153100000288355,0153010000393541
0153100000258518,0153010000461329
0153100000284497,0153010000295867
0153100000282263,0153010000304755
0153100000231552,0153010000375831
0153100000264770,0153010000347519
0153100000234928,0153010000369835
0153100000214323,0153010000448079
0153100000285782,0153010000429717
0153100000221364,0153010000330593
0153100000207265,0153010000308447
0153100000285105,0153010000405555
0153100000217902,0153010000304491
0153100000510977,0153010000511033
0153100000246217,0153010000346775
0153100000210082,0153010000432765
0153100000256708,0153010000321651
0153100000263874,0153010000409245
0153100000293914,0153010000343965
0153100000222852,0153010000331949
0153100000211400,0153010000414135
0153100000267927,0153010000348145
0153100000230277,0153010000317083
0153100000507629,0153010000507656
0153100000206015,0153010000354285
0153100000246599,0153010000337185
0153100000206274,0153010000362109
0153100000274432,0153010000438551
0153100000261545,0153010000350491
0153100000221682,0153010000396937
0153100000289009,0153010000318163
0153100000253347,0153010000446579
0153100000240138,0153010000374415
0153100000206425,0153010000417663
0153100000247384,0153010000462053
0153100000266218,0153010000461633
0153100000272020,0153010000497688
0153100000253673,0153010000299487
0153100000262153,0153010000294705
0153100000507254,0153010000507421
0153100000223875,0153010000369265
0153100000252864,0153010000488393
0153100000212181,0153010000401919
0153100000203309,0153010000444213
0153100000204702,0153010000357993
0153100000224605,0153010000489795
0153100000262064,0153010000419419
0153100000272455,0153010000324175
0153100000221687,0153010000317529
0153100000281772,0153010000330791
0153100000260790,0153010000486513
0153100000275308,0153010000415311
0153100000280593,0153010000316447
0153100000230461,0153010000396135
0153100000273862,0153010000298829
0153100000267963,0153010000370967
0153100000233035,0153010000430463
0153100000250939,0153010000511156
0153100000241472,0153010000464389
0153100000275933,0153010000375221
0153100000215434,0153010000304135
0153100000284639,0153010000444453
0153100000250845,0153010000315077
0153100000292324,0153010000380631
0153100000205750,0153010000436501
0153100000288010,0153010000460977
0153100000265176,0153010000455705
0153100000493201,0153010000493202
0153100000290940,0153010000393261
0153100000273988,0153010000439065
0153100000285228,0153010000494746
0153100000278643,0153010000408357
0153100000243551,0153010000404267
0153100000226431,0153010000385393
0153100000291715,0153010000311657
0153100000279512,0153010000316075
0153100000234651,0153010000407937
0153100000239667,0153010000438539
0153100000289584,0153010000322057
0153100000266273,0153010000318301
0153100000228472,0153010000443987
0153100000244921,0153010000341749
0153100000255999,0153010000355319
0153100000261410,0153010000456301
0153100000205970,0153010000298685
0153100000274396,0153010000445427
0153100000469814,0153010000469823
0153100000484349,0153010000484351
0153100000234505,0153010000387633
0153100000208217,0153010000452639
0153100000205690,0153010000321777
0153100000274432,0153010000353757
0153100000249770,0153010000416059
0153100000244296,0153010000441243
0153100000255768,0153010000336747
0153100000207332,0153010000365871
0153100000242634,0153010000327855
0153100000209945,0153010000392553
0153100000245685,0153010000423449
0153100000221246,0153010000455231
0153100000202852,0153010000348051
0153100000227592,0153010000314551
0153100000235687,0153010000463615
0153100000240721,0153010000303055
0153100000490490,0153010000490499
0153100000282892,0153010000436947
0153100000281782,0153010000332387
0153100000257402,0153010000439739
0153100000281772,0153010000474527
0153100000267969,0153010000329215
0153100000224605,0153010000489815
0153100000220595,0153010000399673
0153100000234899,0153010000487635
0153100000262173,0153010000385209
0153100000240591,0153010000351157
0153100000277705,0153010000320371
0153100000207897,0153010000340369
0153100000466002,0153010000466017
0153100000257519,0153010000463547
0153100000206700,0153010000344283
0153100000289636,0153010000391827
0153100000497272,0153010000497296
0153100000253844,0153010000299971
0153100000245190,0153010000330709
0153100000285917,0153010000401931
0153100000260330,0153010000421065
0153100000293690,0153010000393713
0153100000270615,0153010000436661
0153100000258978,0153010000339757
0153100000286140,0153010000388039
0153100000231850,0153010000425617
0153100000242767,0153010000335941
0153100000219524,0153010000433003
0153100000214955,0153010000412159
0153100000226713,0153010000306251
0153100000292927,0153010000316587
0153100000263714,0153010000488204
0153100000260003,0153010000333837
0153100000218173,0153010000316249
0153100000228404,0153010000350919
0153100000217026,0153010000421501
0153100000258701,0153010000362049
0153100000292900,0153010000404407
0153100000259728,0153010000325889
0153100000240259,0153010000321719
0153100000248374,0153010000378751
0153100000271313,0153010000384111
0153100000292618,0153010000451919
0153100000285268,0153010000455349
0153100000494402,0153010000494404
0153100000273493,0153010000299239
0153100000469470,0153010000469477
0153100000290950,0153010000355741
0153100000279877,0153010000362605
0153100000255878,0153010000372747
0153100000221247,0153010000426563
0153100000219818,0153010000322283
0153100000219524,0153010000443945
0153100000487125,0153010000487127
0153100000291511,0153010000384543
0153100000251036,0153010000360273
0153100000274432,0153010000391637
0153100000287853,0153010000420983
0153100000261227,0153010000402393
0153100000231552,0153010000416589
0153100000233170,0153010000487657
0153100000233132,0153010000397325
0153100000206182,0153010000513476
0153100000250126,0153010000457029
0153100000219379,0153010000438561
0153100000215452,0153010000395645
0153100000255363,0153010000449809
0153100000215486,0153010000377007
0153100000254310,0153010000408511
0153100000280518,0153010000294899
0153100000246767,0153010000336889
0153100000260092,0153010000430675
0153100000271708,0153010000459027
0153100000292756,0153010000465103
0153100000245150,0153010000423065
,0153010000516109
0153100000238143,0153010000395489
0153100000280470,0153010000449979
0153100000208918,0153010000339223
0153100000213631,0153010000346247
0153100000262665,0153010000358707
0153100000242361,0153010000320747
0153100000272230,0153010000365919
0153100000272150,0153010000416231
0153100000272020,0153010000497767
0153100000247700,0153010000363585
0153100000226789,0153010000471549
0153100000282902,0153010000427223
0153100000271354,0153010000335111
0153100000286361,0153010000342947
0153100000253869,0153010000440225
0153100000204530,0153010000340673
0153100000242758,0153010000448819
0153100000242545,0153010000389037
0153100000272356,0153010000441791
,0153010000514604
0153100000265897,0153010000448537
0153100000270985,0153010000343919
0153100000236731,0153010000314559
0153100000507428,0153010000507577
0153100000271510,0153010000300211
0153100000293480,0153010000441419
0153100000242633,0153010000343251
0153100000271708,0153010000440183
0153100000233208,0153010000407645
0153100000242813,0153010000309017
0153100000289636,0153010000397407
0153100000492208,0153010000492242
0153100000236904,0153010000373463
0153100000216954,0153010000419871
0153100000283727,0153010000410291
0153100000246702,0153010000412331
0153100000260643,0153010000437057
0153100000272963,0153010000381749
0153100000243393,0153010000434037
0153100000257853,0153010000429275
0153100000276297,0153010000429715
0153100000283965,0153010000409787
0153100000266300,0153010000421675
0153100000225654,0153010000347653
0153100000239007,0153010000339939
0153100000280255,0153010000348273
0153100000251405,0153010000419923
0153100000243029,0153010000392241
0153100000263151,0153010000399717
0153100000254677,0153010000398491
0153100000231268,0153010000430809
0153100000275418,0153010000442179
0153100000260534,0153010000445435
0153100000274432,0153010000298639
0153100000284759,0153010000355449
0153100000238603,0153010000303823
0153100000263773,0153010000364517
0153100000239397,0153010000346571
0153100000506896,0153010000506898
0153100000248070,0153010000443211
0153100000217730,0153010000401051
0153100000505588,0153010000505590
0153100000224605,0153010000488990
0153100000277270,0153010000395765
0153100000255854,0153010000370575
0153100000284639,0153010000332599
0153100000202112,0153010000447741
0153100000255911,0153010000393857
0153100000277823,0153010000316043
0153100000289587,0153010000305197
0153100000272020,0153010000505946
0153100000234102,0153010000401351
0153100000224111,0153010000458545
0153100000224605,0153010000489186
0153100000221577,0153010000313053
0153100000223743,0153010000325099
0153100000240259,0153010000424971
0153100000230869,0153010000373169
0153100000201840,0153010000352009
0153100000277846,0153010000397217
0153100000233055,0153010000301417
0153100000215643,0153010000300391
0153100000284935,0153010000379317
0153100000242643,0153010000423371
0153100000291475,0153010000499845
0153100000242758,0153010000308669
0153100000227405,0153010000464221
0153100000279563,0153010000373177
0153100000273297,0153010000336159
0153100000204810,0153010000395987
0153100000231841,0153010000333829
0153100000204402,0153010000363877
0153100000236440,0153010000305013
0153100000270591,0153010000363319
0153100000277368,0153010000351105
0153100000236717,0153010000455185
0153100000259517,0153010000372855
0153100000263342,0153010000384437
0153100000207447,0153010000454403
0153100000234270,0153010000366153
0153100000499965,0153010000500026
0153100000221196,0153010000370815
0153100000204018,0153010000411387
0153100000251852,0153010000338015
0153100000494034,0153010000494064
0153100000285016,0153010000338281
0153100000253995,0153010000444827
0153100000206358,0153010000356665
0153100000229317,0153010000439529
0153100000239474,0153010000382829
0153100000499850,0153010000499852
0153100000230838,0153010000371341
0153100000271391,0153010000318593
0153100000235464,0153010000451217
0153100000287126,0153010000456369
0153100000233211,0153010000381881
0153100000279652,0153010000367589
0153100000287793,0153010000312881
0153100000253310,0153010000335783
0153100000290545,0153010000325263
0153100000237554,0153010000398585
0153100000226397,0153010000435125
0153100000222728,0153010000396483
0153100000253528,0153010000410537
0153100000291320,0153010000304437
0153100000261410,0153010000296081
0153100000251999,0153010000298251
0153100000243168,0153010000444355
0153100000280821,0153010000347709
0153100000265743,0153010000384617
0153100000208031,0153010000295751
0153100000224605,0153010000489825
0153100000243312,0153010000340971
0153100000246415,0153010000332807
0153100000202181,0153010000295351
0153100000268627,0153010000362799
0153100000275428,0153010000442185
0153100000253999,0153010000444079
0153100000291054,0153010000493568
0153100000277324,0153010000350681
0153100000504885,0153010000504995
0153100000290603,0153010000413315
0153100000291878,0153010000302437
0153100000231271,0153010000359127
0153100000256137,0153010000434565
0153100000247248,0153010000301111
0153100000282902,0153010000326843
0153100000236224,0153010000446623
0153100000269547,0153010000315121
0153100000237959,0153010000472589
0153100000274933,0153010000443799
0153100000259742,0153010000444927
0153100000279544,0153010000431361
0153100000263092,0153010000365805
0153100000470909,0153010000470910
0153100000285593,0153010000429769
0153100000242921,0153010000358685
0153100000254180,0153010000440207
0153100000266273,0153010000386709
0153100000260440,0153010000458031
0153100000262314,0153010000408397
0153100000215510,0153010000315217
0153100000291254,0153010000423269
0153100000284639,0153010000430663
0153100000270460,0153010000426401
0153100000214019,0153010000456587
0153100000256737,0153010000302169
0153100000216798,0153010000446517
0153100000285284,0153010000379389
0153100000222033,0153010000365585
0153100000259001,0153010000370041
0153100000229543,0153010000495117
0153100000472517,0153010000453371
0153100000283193,0153010000434445
0153100000230875,0153010000397607
0153100000208343,0153010000311445
0153100000256967,0153010000438473
0153100000279185,0153010000353861
0153100000218560,0153010000434587
0153100000249532,0153010000436543
0153100000267325,0153010000366009
0153100000248371,0153010000422815
0153100000206032,0153010000317811
0153100000261373,0153010000423235
0153100000248057,0153010000315093
,0153010000515457
0153100000294045,0153010000405023
0153100000218463,0153010000338793
0153100000237958,0153010000391455
0153100000264423,0153010000355941
0153100000274633,0153010000294563
0153100000231078,0153010000296679
0153100000270380,0153010000318749
0153100000468793,0153010000468798
0153100000219505,0153010000424689
0153100000257758,0153010000458179
0153100000291964,0153010000451107
0153100000291054,0153010000493543
0153100000211617,0153010000412281
0153100000274733,0153010000369809
0153100000255289,0153010000332821
0153100000269603,0153010000391945
0153100000270789,0153010000372361
0153100000224062,0153010000410657
0153100000279684,0153010000465351
0153100000271411,0153010000361675
0153100000274880,0153010000428113
0153100000248106,0153010000464261
0153100000478010,0153010000478012
0153100000508886,0153010000509028
0153100000277300,0153010000339249
0153100000474894,0153010000474896
0153100000253244,0153010000339781
0153100000275156,0153010000312171
0153100000246075,0153010000405103
0153100000246633,0153010000414305
0153100000280042,0153010000385811
0153100000287746,0153010000446297
0153100000208231,0153010000455121
0153100000218457,0153010000369425
0153100000277673,0153010000442973
0153100000277131,0153010000442083
0153100000214432,0153010000447901
0153100000236817,0153010000404563
0153100000220985,0153010000324513
0153100000211305,0153010000346225
0153100000509905,0153010000510235
0153100000263808,0153010000432009
0153100000208719,0153010000317935
0153100000272313,0153010000395467
0153100000213353,0153010000346989
0153100000250724,0153010000451591
0153100000247196,0153010000319131
0153100000233581,0153010000380427
0153100000287752,0153010000425859
0153100000216348,0153010000461835
0153100000283173,0153010000369109
0153100000271251,0153010000428033
0153100000277103,0153010000447439
0153100000294207,0153010000315413
0153100000251526,0153010000335955
0153100000277131,0153010000373241
0153100000214885,0153010000294343
0153100000232713,0153010000389209
0153100000283852,0153010000327189
0153100000472517,0153010000496005
0153100000243397,0153010000356963
0153100000289991,0153010000346979
0153100000230893,0153010000440501
0153100000257537,0153010000392569
0153100000494239,0153010000494247
0153100000265173,0153010000395511
0153100000275015,0153010000501478
0153100000261983,0153010000302949
0153100000207481,0153010000419901
0153100000283585,0153010000464833
0153100000221704,0153010000456659
,0153010000516087
0153100000270413,0153010000446083
0153100000234062,0153010000360875
0153100000237694,0153010000394081
0153100000280388,0153010000301205
0153100000265686,0153010000416105
0153100000215728,0153010000340911
0153100000277771,0153010000372595
0153100000277748,0153010000454731
0153100000261008,0153010000427883
0153100000277369,0153010000338665
0153100000204894,0153010000375241
0153100000242396,0153010000307661
0153100000219561,0153010000402315
0153100000490609,0153010000490614
