pid,vid
0153100000220094,0153010000318293
0153100000210759,0153010000308559
0153100000223981,0153010000420119
0153100000241457,0153010000371305
0153100000284223,0153010000378863
0153100000275266,0153010000394541
0153100000261974,0153010000441097
0153100000220530,0153010000379165
0153100000268606,0153010000346633
0153100000509905,0153010000510290
0153100000224605,0153010000489329
0153100000277847,0153010000333629
0153100000509905,0153010000510322
0153100000258118,0153010000425747
0153100000215744,0153010000301609
0153100000261453,0153010000442021
0153100000246351,0153010000454649
0153100000221653,0153010000370019
0153100000228607,0153010000451179
0153100000224605,0153010000489100
0153100000221584,0153010000306037
0153100000256930,0153010000404191
0153100000213799,0153010000335217
0153100000234466,0153010000437675
0153100000260294,0153010000439709
0153100000224605,0153010000488933
0153100000245497,0153010000297747
0153100000204666,0153010000349221
0153100000250076,0153010000363537
0153100000236402,0153010000304925
0153100000205190,0153010000445937
0153100000270747,0153010000426595
0153100000285389,0153010000329803
0153100000261857,0153010000390091
0153100000259797,0153010000344271
0153100000254987,0153010000452719
0153100000218062,0153010000297013
0153100000269531,0153010000369359
0153100000245971,0153010000316865
0153100000271935,0153010000387063
0153100000293434,0153010000432267
0153100000230838,0153010000351613
0153100000237942,0153010000315285
0153100000269402,0153010000413313
0153100000212623,0153010000460153
0153100000504695,0153010000504700
0153100000214958,0153010000424143
0153100000248854,0153010000322623
0153100000256227,0153010000350289
0153100000203978,0153010000370347
0153100000205635,0153010000454983
0153100000228295,0153010000497109
0153100000262208,0153010000451195
0153100000262192,0153010000417851
0153100000261410,0153010000385917
0153100000287763,0153010000323909
0153100000223864,0153010000348269
0153100000243466,0153010000373473
0153100000282263,0153010000394693
0153100000249374,0153010000362797
0153100000223674,0153010000315301
0153100000225898,0153010000374145
0153100000202369,0153010000447921
0153100000218006,0153010000388103
0153100000273479,0153010000301615
0153100000204860,0153010000451333
0153100000240145,0153010000334507
0153100000221206,0153010000500329
0153100000269711,0153010000444265
0153100000502304,0153010000502306
0153100000289052,0153010000450511
0153100000237033,0153010000299675
0153100000501131,0153010000501133
0153100000494021,0153010000494051
0153100000257546,0153010000373121
0153100000239976,0153010000403313
0153100000206978,0153010000320955
0153100000249770,0153010000308655
0153100000259479,0153010000414099
0153100000203444,0153010000394803
0153100000252261,0153010000384081
0153100000509905,0153010000510230
0153100000277735,0153010000442977
0153100000239697,0153010000451431
0153100000209693,0153010000383423
0153100000277328,0153010000340435
0153100000253869,0153010000399051
0153100000243701,0153010000303309
0153100000243140,0153010000468204
0153100000235579,0153010000432555
0153100000251255,0153010000440349
0153100000291834,0153010000332629
0153100000271391,0153010000325593
0153100000215299,0153010000323505
0153100000258769,0153010000343619
0153100000238343,0153010000384429
0153100000290826,0153010000437965
0153100000471995,0153010000472132
0153100000206135,0153010000321511
0153100000269384,0153010000490039
0153100000220476,0153010000406005
0153100000247738,0153010000324181
0153100000262064,0153010000366165
0153100000269168,0153010000357259
0153100000228763,0153010000447591
0153100000243124,0153010000358095
0153100000492401,0153010000492427
0153100000248353,0153010000354479
0153100000226680,0153010000396495
0153100000286115,0153010000321793
0153100000263352,0153010000435483
0153100000219505,0153010000420925
0153100000247438,0153010000432309
0153100000225825,0153010000370683
0153100000274587,0153010000347023
0153100000477828,0153010000477846
0153100000272020,0153010000490984
0153100000216198,0153010000347705
0153100000224605,0153010000489610
0153100000242515,0153010000385949
0153100000221601,0153010000407487
0153100000293860,0153010000389045
0153100000271468,0153010000320053
0153100000205545,0153010000317331
0153100000208638,0153010000425891
0153100000249268,0153010000311443
0153100000234206,0153010000450565
0153100000277705,0153010000451049
0153100000221292,0153010000332651
0153100000282282,0153010000295945
0153100000238545,0153010000499944
0153100000202941,0153010000448635
0153100000231349,0153010000342625
0153100000233682,0153010000387481
0153100000210761,0153010000370437
0153100000241308,0153010000461113
0153100000225910,0153010000329375
0153100000237325,0153010000366197
0153100000248263,0153010000351029
0153100000273650,0153010000421387
0153100000267960,0153010000349977
0153100000249912,0153010000341101
0153100000219530,0153010000390609
0153100000473618,0153010000473619
0153100000234899,0153010000487639
0153100000206797,0153010000508223
0153100000254777,0153010000490054
0153100000207778,0153010000396445
0153100000283067,0153010000328177
0153100000278080,0153010000348475
0153100000206035,0153010000389601
0153100000221216,0153010000427733
0153100000230630,0153010000335951
0153100000244784,0153010000409471
0153100000233809,0153010000451879
0153100000268982,0153010000414077
0153100000241860,0153010000329723
0153100000265709,0153010000421433
0153100000244284,0153010000421685
0153100000282936,0153010000390005
0153100000257451,0153010000433719
0153100000229524,0153010000420853
0153100000239658,0153010000463787
0153100000259472,0153010000350437
0153100000217762,0153010000333419
0153100000251628,0153010000431327
0153100000211626,0153010000387015
0153100000237474,0153010000459459
0153100000270602,0153010000459971
0153100000284024,0153010000394239
0153100000478089,0153010000478091
0153100000285031,0153010000411471
0153100000229213,0153010000382893
0153100000282952,0153010000342381
0153100000503284,0153010000503286
0153100000281387,0153010000473973
0153100000222395,0153010000363029
0153100000232233,0153010000305091
0153100000233403,0153010000300027
0153100000259157,0153010000326673
0153100000504552,0153010000504568
0153100000265699,0153010000400911
0153100000232049,0153010000297879
0153100000253821,0153010000464435
0153100000272215,0153010000350523
0153100000282185,0153010000456207
0153100000496390,0153010000496422
0153100000250963,0153010000320729
0153100000242443,0153010000425113
0153100000270650,0153010000429291
0153100000248057,0153010000336197
0153100000487936,0153010000487947
0153100000206435,0153010000384795
0153100000288651,0153010000297857
0153100000247677,0153010000370345
0153100000269309,0153010000486970
0153100000286330,0153010000449337
0153100000499342,0153010000499350
0153100000289687,0153010000352435
0153100000274120,0153010000475044
0153100000243373,0153010000328373
0153100000226707,0153010000385265
0153100000278412,0153010000462957
0153100000208711,0153010000354611
0153100000201983,0153010000401615
0153100000240650,0153010000458451
0153100000241713,0153010000329747
0153100000233016,0153010000433619
0153100000205035,0153010000440109
0153100000215292,0153010000310721
0153100000244838,0153010000309969
0153100000249922,0153010000458979
0153100000279734,0153010000361353
0153100000237351,0153010000348705
0153100000224064,0153010000359937
0153100000244595,0153010000375395
,0153010000514821
0153100000234597,0153010000319841
0153100000221383,0153010000331235
0153100000222958,0153010000340173
0153100000287102,0153010000396801
0153100000222555,0153010000372117
0153100000261131,0153010000332049
0153100000233055,0153010000397163
0153100000226139,0153010000362561
0153100000284639,0153010000390199
0153100000287763,0153010000455661
0153100000273793,0153010000449221
0153100000202100,0153010000384447
0153100000206254,0153010000423517
0153100000221016,0153010000402929
0153100000203429,0153010000353087
0153100000273075,0153010000311433
0153100000235033,0153010000450587
0153100000508886,0153010000508954
0153100000271668,0153010000453963
0153100000279214,0153010000419937
0153100000276946,0153010000454411
0153100000265026,0153010000352225
0153100000505078,0153010000505080
0153100000202611,0153010000410299
0153100000276477,0153010000316693
0153100000502256,0153010000502258
0153100000223641,0153010000444563
0153100000470595,0153010000472483
0153100000204666,0153010000423289
0153100000240025,0153010000447469
0153100000288769,0153010000377879
0153100000205035,0153010000383327
0153100000272058,0153010000445981
0153100000217083,0153010000448169
0153100000271881,0153010000494614
0153100000259513,0153010000455109
0153100000259157,0153010000409849
0153100000276651,0153010000386927
0153100000260015,0153010000320677
0153100000236729,0153010000325573
0153100000206108,0153010000416985
0153100000272091,0153010000365109
0153100000283686,0153010000356559
0153100000229324,0153010000326589
0153100000275015,0153010000487843
0153100000213653,0153010000311913
0153100000266292,0153010000345349
0153100000253035,0153010000324077
0153100000220865,0153010000464019
0153100000471995,0153010000472066
0153100000237620,0153010000434745
0153100000254688,0153010000425363
0153100000256343,0153010000360811
0153100000259416,0153010000452805
0153100000240433,0153010000411797
0153100000288679,0153010000422669
0153100000272176,0153010000370101
0153100000239651,0153010000399357
0153100000247438,0153010000311003
0153100000507254,0153010000507391
0153100000208064,0153010000327185
0153100000289636,0153010000388359
0153100000231552,0153010000311089
0153100000283916,0153010000490321
0153100000265809,0153010000418619
0153100000241513,0153010000432427
0153100000233819,0153010000433877
0153100000248219,0153010000357565
0153100000262365,0153010000373311
0153100000230729,0153010000336209
0153100000282845,0153010000454119
0153100000291475,0153010000364789
0153100000259071,0153010000337157
0153100000247258,0153010000295723
0153100000291465,0153010000299871
0153100000262728,0153010000388743
0153100000203245,0153010000381745
0153100000512380,0153010000512386
0153100000217450,0153010000405135
0153100000290433,0153010000386351
0153100000236817,0153010000460665
0153100000259673,0153010000427407
0153100000275853,0153010000331875
0153100000213929,0153010000362183
0153100000477135,0153010000477137
0153100000216392,0153010000347617
0153100000216720,0153010000351965
0153100000211969,0153010000446321
0153100000281673,0153010000303651
0153100000265547,0153010000305581
0153100000276052,0153010000392657
0153100000242485,0153010000390829
0153100000251207,0153010000452317
0153100000251945,0153010000458415
0153100000231131,0153010000391041
0153100000469363,0153010000469364
0153100000264863,0153010000459691
0153100000488072,0153010000488088
0153100000274225,0153010000307767
0153100000288918,0153010000429255
0153100000268129,0153010000443863
0153100000477171,0153010000477173
0153100000276738,0153010000427957
0153100000237685,0153010000446515
0153100000286961,0153010000328315
0153100000257133,0153010000433605
0153100000289781,0153010000443005
0153100000276059,0153010000476885
0153100000254603,0153010000399927
0153100000207059,0153010000339997
0153100000261131,0153010000452449
0153100000207604,0153010000321749
0153100000284991,0153010000504373
0153100000245295,0153010000390933
0153100000266604,0153010000417137
0153100000249613,0153010000418325
0153100000221421,0153010000298449
0153100000292618,0153010000303871
0153100000205467,0153010000374929
0153100000216963,0153010000321775
0153100000264016,0153010000441707
0153100000234871,0153010000345641
0153100000249316,0153010000339543
0153100000498656,0153010000498718
0153100000264403,0153010000356789
0153100000266641,0153010000321363
0153100000259497,0153010000428035
0153100000211596,0153010000496113
0153100000202897,0153010000317061
0153100000271470,0153010000417815
0153100000214877,0153010000406685
,0153010000514639
0153100000284644,0153010000505059
0153100000238275,0153010000348877
0153100000268493,0153010000377431
0153100000234739,0153010000412593
0153100000284332,0153010000450101
0153100000263482,0153010000340275
0153100000226921,0153010000419135
0153100000221630,0153010000370503
0153100000257175,0153010000367711
0153100000256664,0153010000438433
0153100000212852,0153010000417479
0153100000280470,0153010000491220
0153100000270163,0153010000457061
0153100000236890,0153010000436361
0153100000250089,0153010000375693
0153100000202784,0153010000363245
0153100000238350,0153010000431871
0153100000215591,0153010000403633
0153100000224605,0153010000489343
0153100000202135,0153010000324411
0153100000287591,0153010000317301
0153100000286575,0153010000470113
0153100000279301,0153010000376677
0153100000291852,0153010000393587
0153100000203245,0153010000379443
0153100000243331,0153010000436651
0153100000214724,0153010000410683
0153100000202313,0153010000374475
0153100000205190,0153010000362983
0153100000239798,0153010000490248
0153100000265580,0153010000402355
0153100000229750,0153010000298719
0153100000260048,0153010000382985
0153100000259040,0153010000427949
0153100000232977,0153010000294759
0153100000212100,0153010000296587
0153100000266012,0153010000451223
0153100000231166,0153010000326397
0153100000231268,0153010000320651
0153100000271784,0153010000355995
0153100000206562,0153010000454963
0153100000275514,0153010000456227
0153100000285965,0153010000463313
0153100000264386,0153010000360255
0153100000213966,0153010000447779
0153100000282516,0153010000473955
0153100000279176,0153010000462759
0153100000203346,0153010000409617
0153100000245223,0153010000351509
0153100000224605,0153010000489793
0153100000214958,0153010000446323
0153100000258053,0153010000421671
0153100000468612,0153010000468613
0153100000220094,0153010000328655
0153100000201840,0153010000386997
0153100000226280,0153010000376017
0153100000289399,0153010000331815
0153100000263696,0153010000474845
0153100000272020,0153010000490934
0153100000241553,0153010000363971
0153100000274432,0153010000359989
0153100000250312,0153010000323317
0153100000294207,0153010000314501
0153100000239892,0153010000456395
0153100000239998,0153010000449355
0153100000208738,0153010000361655
0153100000222296,0153010000360157
0153100000251491,0153010000415925
0153100000224605,0153010000489345
0153100000230624,0153010000322309
0153100000279188,0153010000424367
0153100000492858,0153010000492859
0153100000228590,0153010000419941
0153100000246525,0153010000495286
0153100000265001,0153010000463843
0153100000261003,0153010000414583
0153100000260802,0153010000389013
0153100000213827,0153010000361443
0153100000478255,0153010000478381
0153100000223342,0153010000353451
0153100000236819,0153010000311709
0153100000274615,0153010000465003
0153100000292406,0153010000403871
0153100000269798,0153010000346581
0153100000230868,0153010000421063
0153100000509901,0153010000509903
0153100000497272,0153010000497300
0153100000228451,0153010000336707
0153100000470707,0153010000470722
0153100000203054,0153010000371597
0153100000203969,0153010000386509
0153100000203790,0153010000317449
0153100000203171,0153010000375677
0153100000505294,0153010000505296
0153100000204057,0153010000348115
0153100000251968,0153010000340973
0153100000288126,0153010000432393
0153100000279112,0153010000349185
0153100000229288,0153010000470019
0153100000265896,0153010000393569
0153100000206252,0153010000506573
0153100000259751,0153010000296619
0153100000204438,0153010000391575
0153100000469935,0153010000469967
0153100000267288,0153010000381851
0153100000254017,0153010000370929
0153100000221455,0153010000455851
0153100000226833,0153010000316309
0153100000240394,0153010000333263
0153100000233623,0153010000412367
0153100000288442,0153010000349501
0153100000494457,0153010000494458
0153100000288922,0153010000415403
0153100000259941,0153010000327525
0153100000230936,0153010000371981
0153100000502871,0153010000502873
0153100000250311,0153010000437877
0153100000284211,0153010000352497
0153100000250995,0153010000452915
0153100000220483,0153010000301709
0153100000287089,0153010000442951
0153100000286721,0153010000304763
0153100000236062,0153010000367767
0153100000248410,0153010000499337
0153100000205190,0153010000434613
0153100000227154,0153010000321763
0153100000263441,0153010000395495
0153100000262858,0153010000300185
0153100000286804,0153010000334009
0153100000204897,0153010000434343
0153100000287557,0153010000397587
0153100000253995,0153010000311349
0153100000279741,0153010000363991
0153100000235444,0153010000303245
0153100000250344,0153010000435825
0153100000228365,0153010000399415
0153100000221771,0153010000427851
0153100000219827,0153010000406129
0153100000260734,0153010000465399
0153100000265422,0153010000312817
0153100000253340,0153010000377783
0153100000472517,0153010000429645
0153100000215039,0153010000487402
0153100000202820,0153010000448409
0153100000280306,0153010000363567
0153100000472517,0153010000465433
0153100000220385,0153010000325581
0153100000228408,0153010000397551
0153100000238906,0153010000372165
0153100000214893,0153010000426243
0153100000248321,0153010000418347
0153100000202628,0153010000309839
0153100000227033,0153010000337207
0153100000254081,0153010000424465
0153100000219059,0153010000354331
,0153010000515507
0153100000204733,0153010000485326
0153100000493697,0153010000493699
0153100000233055,0153010000345575
0153100000243551,0153010000451827
0153100000243330,0153010000426409
0153100000208925,0153010000378353
0153100000265998,0153010000354765
0153100000271867,0153010000381587
0153100000285182,0153010000392213
0153100000267760,0153010000409027
0153100000211625,0153010000387709
0153100000289339,0153010000392083
0153100000204104,0153010000320909
,0153010000507126
0153100000204376,0153010000413481
0153100000218479,0153010000463357
0153100000259620,0153010000442731
0153100000248216,0153010000451665
0153100000263275,0153010000304863
0153100000206065,0153010000330445
0153100000222196,0153010000385449
0153100000262393,0153010000419037
0153100000277809,0153010000428789
0153100000280432,0153010000456737
0153100000250733,0153010000366731
0153100000260316,0153010000380465
0153100000253153,0153010000433991
0153100000248106,0153010000387471
0153100000276868,0153010000417927
0153100000507498,0153010000507510
0153100000218684,0153010000311927
0153100000242803,0153010000426109
0153100000280656,0153010000337345
0153100000283560,0153010000317611
0153100000499342,0153010000499378
0153100000293816,0153010000321517
0153100000257651,0153010000488402
0153100000212106,0153010000369149
0153100000277900,0153010000427989
0153100000214958,0153010000463587
0153100000288968,0153010000421559
0153100000259954,0153010000330421
0153100000216958,0153010000360891
0153100000509140,0153010000509142
0153100000289966,0153010000444655
0153100000251613,0153010000420523
0153100000274807,0153010000404861
0153100000204182,0153010000352055
0153100000281827,0153010000322557
0153100000207581,0153010000355239
,0153010000515497
0153100000214434,0153010000380165
0153100000271587,0153010000314053
0153100000236746,0153010000461543
0153100000268106,0153010000337817
0153100000213231,0153010000417583
0153100000275308,0153010000386783
0153100000247258,0153010000452061
0153100000218273,0153010000366213
0153100000237323,0153010000339309
0153100000280828,0153010000444161
0153100000257728,0153010000325157
0153100000214243,0153010000369355
0153100000220982,0153010000443245
0153100000217704,0153010000309647
0153100000284419,0153010000297403
0153100000289780,0153010000484929
0153100000273065,0153010000416215
0153100000254339,0153010000330661
0153100000222608,0153010000460823
0153100000270600,0153010000377077
0153100000204113,0153010000404307
0153100000261601,0153010000344583
0153100000511261,0153010000511277
0153100000272020,0153010000505760
0153100000264881,0153010000380541
0153100000271974,0153010000436761
0153100000276657,0153010000297107
0153100000277421,0153010000319331
0153100000269415,0153010000414503
0153100000509427,0153010000509429
0153100000499694,0153010000499696
0153100000209693,0153010000453401
0153100000230595,0153010000393199
0153100000220858,0153010000321847
0153100000268129,0153010000372465
0153100000247474,0153010000372041
0153100000207978,0153010000452607
0153100000255820,0153010000379797
0153100000287124,0153010000445965
0153100000249771,0153010000458215
0153100000260297,0153010000493089
0153100000268242,0153010000346557
0153100000258690,0153010000371555
0153100000227018,0153010000346175
0153100000268418,0153010000395121
0153100000282858,0153010000342567
0153100000227043,0153010000380721
0153100000283317,0153010000412371
0153100000234871,0153010000371151
0153100000285262,0153010000427371
0153100000237539,0153010000359675
0153100000219406,0153010000424693
0153100000288591,0153010000402737
0153100000256780,0153010000370997
0153100000502914,0153010000502916
0153100000266419,0153010000295221
0153100000271444,0153010000444191
0153100000267967,0153010000393709
0153100000247553,0153010000358801
0153100000465766,0153010000465767
0153100000507454,0153010000507456
0153100000274611,0153010000432637
0153100000284075,0153010000459771
0153100000267737,0153010000317419
0153100000259684,0153010000422499
0153100000268675,0153010000389351
0153100000204033,0153010000435097
0153100000261048,0153010000423825
0153100000226923,0153010000347233
0153100000249917,0153010000300347
0153100000222590,0153010000403413
0153100000259258,0153010000369469
0153100000288849,0153010000429985
0153100000250874,0153010000407187
0153100000219452,0153010000361507
0153100000213510,0153010000312569
0153100000249250,0153010000340103
0153100000272020,0153010000490869
0153100000291229,0153010000463813
0153100000283461,0153010000416209
,0153010000497166
0153100000274707,0153010000445301
0153100000282766,0153010000389363
0153100000274585,0153010000451231
0153100000499342,0153010000499374
0153100000206753,0153010000359149
0153100000214958,0153010000431561
0153100000242668,0153010000393093
0153100000271698,0153010000434635
0153100000206756,0153010000456309
0153100000289380,0153010000311673
0153100000222589,0153010000344181
0153100000219153,0153010000373173
0153100000261354,0153010000309269
0153100000216165,0153010000348489
0153100000272113,0153010000311557
0153100000279993,0153010000410215
0153100000224605,0153010000489347
0153100000209773,0153010000459951
0153100000248446,0153010000327707
0153100000248827,0153010000445245
0153100000214012,0153010000432585
0153100000203942,0153010000382159
0153100000223842,0153010000371769
0153100000238815,0153010000503368
0153100000262015,0153010000309613
0153100000260310,0153010000403083
0153100000272522,0153010000321411
0153100000238815,0153010000503342
0153100000284944,0153010000342985
0153100000232874,0153010000358189
0153100000256283,0153010000405855
0153100000259071,0153010000421695
0153100000255994,0153010000324137
0153100000244619,0153010000441377
0153100000257959,0153010000427545
0153100000204125,0153010000406343
0153100000283122,0153010000321527
0153100000206538,0153010000412133
0153100000204563,0153010000458427
0153100000274314,0153010000345157
0153100000280947,0153010000497896
0153100000203245,0153010000340333
0153100000280161,0153010000407765
0153100000259157,0153010000316159
0153100000288769,0153010000401821
0153100000266350,0153010000302571
0153100000247223,0153010000341799
0153100000285442,0153010000419869
0153100000278454,0153010000436375
0153100000260334,0153010000460465
0153100000289625,0153010000414179
0153100000238365,0153010000347455
0153100000207598,0153010000387943
0153100000269001,0153010000372015
0153100000206875,0153010000298865
0153100000284223,0153010000342287
0153100000240259,0153010000361439
0153100000273811,0153010000331327
0153100000245628,0153010000397501
0153100000500195,0153010000500199
0153100000251491,0153010000459437
0153100000248106,0153010000399545
0153100000265015,0153010000377583
0153100000257877,0153010000408685
0153100000206575,0153010000314613
0153100000208352,0153010000508089
0153100000282756,0153010000376437
0153100000239667,0153010000379477
0153100000253278,0153010000356853
0153100000257673,0153010000431967
0153100000276307,0153010000304267
0153100000274432,0153010000377393
0153100000263519,0153010000463143
0153100000263376,0153010000470283
0153100000227832,0153010000391809
0153100000225485,0153010000412139
0153100000289079,0153010000311129
0153100000234509,0153010000458321
0153100000512028,0153010000512030
0153100000251634,0153010000448989
0153100000265985,0153010000442603
0153100000214227,0153010000334111
0153100000469932,0153010000469961
0153100000277312,0153010000374177
0153100000249705,0153010000347753
0153100000255910,0153010000320303
0153100000272020,0153010000494681
0153100000289585,0153010000467055
0153100000269442,0153010000352717
0153100000239000,0153010000296075
0153100000257475,0153010000444603
0153100000261410,0153010000436559
0153100000289585,0153010000467203
0153100000266293,0153010000484483
0153100000486938,0153010000486940
0153100000235481,0153010000372617
0153100000220425,0153010000432583
0153100000289077,0153010000349295
0153100000210101,0153010000456875
0153100000213423,0153010000423223
0153100000465869,0153010000466054
0153100000242687,0153010000374531
0153100000247438,0153010000453153
0153100000205575,0153010000303201
0153100000237093,0153010000384645
0153100000240394,0153010000338199
0153100000205828,0153010000445655
0153100000248494,0153010000433781
0153100000220370,0153010000300077
0153100000260090,0153010000516535
0153100000271347,0153010000310725
0153100000233924,0153010000411765
0153100000206122,0153010000368337
0153100000242599,0153010000352651
0153100000219215,0153010000456215
0153100000207447,0153010000297817
0153100000240394,0153010000313725
0153100000276421,0153010000459829
0153100000255403,0153010000406723
0153100000238815,0153010000503366
0153100000277730,0153010000374687
0153100000254187,0153010000372523
0153100000264446,0153010000391009
0153100000205157,0153010000378579
0153100000231267,0153010000507833
0153100000217184,0153010000380435
0153100000286170,0153010000428245
0153100000245253,0153010000298957
0153100000204956,0153010000335573
0153100000272054,0153010000382803
0153100000218163,0153010000363611
0153100000282875,0153010000316971
0153100000251315,0153010000322301
0153100000247181,0153010000416115
0153100000247438,0153010000458257
0153100000239657,0153010000350847
,0153010000514861
0153100000212407,0153010000425145
0153100000280672,0153010000458323
0153100000251902,0153010000412269
0153100000268066,0153010000410541
0153100000208762,0153010000382187
0153100000291629,0153010000407859
0153100000251862,0153010000409069
0153100000226731,0153010000457639
0153100000486037,0153010000486039
0153100000509277,0153010000509279
0153100000277030,0153010000411633
0153100000256600,0153010000391803
0153100000290824,0153010000472613
0153100000205257,0153010000345645
0153100000258879,0153010000469168
0153100000291064,0153010000461061
0153100000215088,0153010000412393
0153100000221713,0153010000304095
0153100000248921,0153010000426373
0153100000508886,0153010000508912
0153100000206700,0153010000396707
0153100000242274,0153010000300491
0153100000213068,0153010000465029
0153100000213853,0153010000382143
0153100000211703,0153010000447001
0153100000257401,0153010000307137
0153100000289994,0153010000352177
0153100000218421,0153010000318901
0153100000221242,0153010000320263
0153100000260652,0153010000376003
0153100000236857,0153010000379405
0153100000258911,0153010000337769
0153100000288975,0153010000319561
0153100000269124,0153010000361325
0153100000504885,0153010000504900
0153100000254192,0153010000337117
0153100000212189,0153010000414389
0153100000206409,0153010000447787
0153100000243291,0153010000491308
0153100000277673,0153010000464977
0153100000285243,0153010000461101
0153100000216850,0153010000392093
0153100000262962,0153010000448415
0153100000257606,0153010000462641
0153100000288710,0153010000406423
0153100000232127,0153010000297629
0153100000221573,0153010000295807
0153100000292034,0153010000401047
0153100000261976,0153010000379169
0153100000269646,0153010000329773
0153100000236057,0153010000459429
0153100000249770,0153010000459763
0153100000209463,0153010000384977
0153100000253811,0153010000403677
0153100000276120,0153010000452171
0153100000245354,0153010000342471
0153100000222777,0153010000345323
0153100000501998,0153010000502000
0153100000224605,0153010000489410
0153100000201852,0153010000448407
0153100000267936,0153010000392373
0153100000213711,0153010000437455
0153100000211421,0153010000360963
0153100000256651,0153010000314557
0153100000248305,0153010000313649
0153100000288417,0153010000440415
0153100000234380,0153010000373031
0153100000229115,0153010000383221
0153100000284704,0153010000351655
0153100000283852,0153010000359027
0153100000260936,0153010000408955
0153100000272344,0153010000437845
0153100000233974,0153010000347773
0153100000288993,0153010000446849
0153100000261408,0153010000309641
0153100000249811,0153010000410187
0153100000280379,0153010000353917
0153100000203054,0153010000318771
0153100000232889,0153010000408871
0153100000240394,0153010000377499
0153100000262665,0153010000303351
0153100000203784,0153010000411567
0153100000240345,0153010000353337
0153100000272020,0153010000505646
0153100000290847,0153010000409767
0153100000234430,0153010000418409
0153100000258655,0153010000433701
0153100000203309,0153010000308749
0153100000236251,0153010000337305
0153100000505426,0153010000505428
0153100000240071,0153010000425825
0153100000248968,0153010000329967
0153100000247272,0153010000461955
0153100000237855,0153010000327927
0153100000263422,0153010000426059
0153100000236746,0153010000458319
0153100000507254,0153010000507401
0153100000208665,0153010000327989
0153100000268710,0153010000433857
0153100000505417,0153010000505419
0153100000208231,0153010000320687
0153100000504885,0153010000504907
0153100000260223,0153010000511499
0153100000509905,0153010000510233
0153100000214958,0153010000392769
0153100000213480,0153010000332385
0153100000286714,0153010000468867
0153100000256349,0153010000327711
0153100000243483,0153010000462549
0153100000239741,0153010000295203
0153100000280828,0153010000449249
0153100000279428,0153010000351999
0153100000291878,0153010000308573
0153100000251619,0153010000462539
0153100000251491,0153010000362963
0153100000235886,0153010000296613
0153100000231560,0153010000421053
0153100000245760,0153010000318187
0153100000254043,0153010000426715
0153100000292927,0153010000335841
0153100000280257,0153010000435743
0153100000224958,0153010000431309
0153100000248629,0153010000359041
0153100000242758,0153010000400807
0153100000242608,0153010000338695
0153100000260611,0153010000311807
0153100000223337,0153010000405469
0153100000243029,0153010000411553
0153100000202418,0153010000322545
0153100000292374,0153010000376713
0153100000256219,0153010000464485
0153100000237125,0153010000401133
0153100000260510,0153010000349995
0153100000277088,0153010000357099
0153100000245211,0153010000371535
0153100000262688,0153010000460557
0153100000204360,0153010000387377
0153100000271466,0153010000298517
0153100000256368,0153010000464577
0153100000255210,0153010000455355
0153100000268340,0153010000347231
0153100000277131,0153010000320347
0153100000254760,0153010000435365
0153100000213585,0153010000448193
0153100000202423,0153010000340127
0153100000219944,0153010000354409
0153100000472517,0153010000417265
0153100000221673,0153010000308799
0153100000205405,0153010000312307
0153100000204530,0153010000459513
0153100000204010,0153010000380299
0153100000271495,0153010000451143
0153100000255099,0153010000298759
0153100000239144,0153010000340647
0153100000226488,0153010000388273
0153100000281740,0153010000399355
0153100000202579,0153010000464959
0153100000286963,0153010000459059
0153100000498656,0153010000498674
0153100000497316,0153010000484890
0153100000286068,0153010000352457
0153100000244528,0153010000356077
0153100000240027,0153010000368467
0153100000219616,0153010000504383
0153100000216404,0153010000339213
0153100000267817,0153010000295149
0153100000217804,0153010000376231
0153100000213001,0153010000449977
0153100000288826,0153010000462209
0153100000277131,0153010000381509
0153100000240781,0153010000360513
0153100000237685,0153010000411485
0153100000221779,0153010000353507
0153100000271270,0153010000329959
0153100000206906,0153010000365155
0153100000202171,0153010000324953
0153100000229519,0153010000371057
0153100000202313,0153010000350257
0153100000257883,0153010000332907
0153100000242338,0153010000438367
0153100000236028,0153010000364755
0153100000265924,0153010000380331
0153100000246182,0153010000340089
0153100000236751,0153010000318587
0153100000256939,0153010000370825
0153100000235023,0153010000394331
0153100000490126,0153010000490128
0153100000286407,0153010000440811
0153100000498056,0153010000498063
0153100000215666,0153010000415261
0153100000271486,0153010000373989
0153100000232158,0153010000390221
0153100000271748,0153010000459871
0153100000272388,0153010000391925
0153100000272054,0153010000446367
0153100000278129,0153010000325515
0153100000470757,0153010000470766
0153100000247716,0153010000423835
0153100000245564,0153010000304703
0153100000253669,0153010000477254
0153100000472517,0153010000318511
0153100000214431,0153010000437103
0153100000228463,0153010000394601
0153100000265971,0153010000417255
0153100000247438,0153010000315261
0153100000275345,0153010000410289
0153100000221366,0153010000295135
0153100000212577,0153010000459037
0153100000209284,0153010000371643
0153100000282530,0153010000351747
0153100000233220,0153010000371669
0153100000252864,0153010000441533
0153100000219662,0153010000458797
0153100000259026,0153010000327455
0153100000474105,0153010000474120
0153100000223465,0153010000354587
0153100000206240,0153010000474213
0153100000268177,0153010000329133
0153100000257504,0153010000447175
0153100000237736,0153010000339065
0153100000260025,0153010000298567
0153100000231982,0153010000369365
0153100000219563,0153010000369941
0153100000291149,0153010000449323
0153100000265411,0153010000445263
0153100000216103,0153010000445213
0153100000244899,0153010000306817
0153100000207984,0153010000354347
